idtweet,tweet
1372295404625264643,"pero siempre iba acompañado de primero el Noctalmid, luego el Alprazolam, luego el Trankimazín, luego el Rivotril, luego el Orfidal, la Zyprexa y el Diazepam. Llevo siendo adicta a las benzodiazepinas desde hace 10 años. He podido dejar otras adicciones mucho más fuertes"
1372193187108884482,"@nosoyygabriela Estoy aburrido de atender a gente que ya te viene directamente ""Doctor mandeme el rivotril para dormir"", ""Hagame receta de diazepam que se me ha acabado"". Cuando les entrevistas ves que no tienen NADA patológico pero llevan años medicados."
1371294820141043715,"amo la gente que se toma un (1) relajante muscular y se duerme!!¡ yo me tengo que tomar mínimo 3 rivotril para frenar un poco la mente y el diazepam no me hace ni cosquillas, ni que hablar de un relajante muscular"
1370663718732849157,"No os intentéis suicidar con rivotriles o diazepam porque no lo vais a conseguir, lo digo desgraciadamente por experiencia. Son medicamentos y no te darán sobredosis, simplemente el cuerpo llega a un Máximo de absorción y por más que te tomes ya no hace más efecto en el cuerpo-"
1370583908513878019,"Ay ya callen a la toxi doc @DocMujgan y pónganle un piquete de diazepam con rivotril por vía intravenosa para que se calme
#TierraAmargaTv"
1369701315807428608,"@tetascuIos Ya pero un chute de cualquier cosa ahora entraba, solo quiero respirar, he probado con el rivotril mañana y noche y cuando me da un episodio bajo la lengua, me he tomado una tila doble y dos valerianas y nada. Una vez me dieron un diazepam y estaba completamente+"
1368709222423265280,"@stoydesbasatado Basta de esa mentira de las razones medicas, llora porque tu equipo perdio un partido que no le importa a nadie, cagate a rivotril y diazepam, tirate en la cama con la luz apagada y las persianas bajas, apaga el telefono y pone Eterno resplandor de fondo, mori boludx moriiii ahre"
1367975613001302016,"Es hora de un coctel de clonazepam, rivotril, diazepam, quetiapina, fenobarbital, bromazepam y vodka, hasta el fondo!"
1367927082366496770,"@RevolucionNurse Yo parezco el sanitario camello : Tengo diazepam , loracepan y rivotril , tengo midazolam y tengo unas quietapinas muy bien aliñás 🎤🎤🎤 🤣🤣🤣"
1367159696512208897,"Ni trankimazin ni rivotril ni diazepam, con nuestra polla nos sobra"
1366484285461590016,"marzo con M de Te puedo pillar polen, te puedo pillar hierba, jamona, te puedo pillar éxtasis, te puedo pillar cristal, te puedo pillar coca, te puedo pillar keta, te puedo pillar...... yo que se tío pastillas, trankimazin, rivotril, lorazepam, bromazepam, diazepam, pero....."
1366480706659119107,"@__rusvi Diazepam, rivotril y chupito de orujo"
1366472397621231617,"Te puedo pillar polen, te puedo pillar hierba, jamona, te puedo pillar éxtasis, te puedo pillar cristal, te puedo pillar coca, te puedo pillar keta, te puedo pillar...... yo que se tío pastillas, trankimazin, rivotril, lorazepam, bromazepam, diazepam, pero..... pero cbd no tío."
1366468019006754818,"Te puedo pillar polen, te puedo pillar hierba, jamona, te puedo pillar éxtasis, te puedo pillar cristal, te puedo pillar coca, te puedo pillar keta, te puedo pillar...... yo que se tío pastillas, trankimazin, rivotril, lorazepam, bromazepam, diazepam, pero..... pero cbd no tío."
1376999944700055557,"#Tranquilizantes (Valium, Rivotril, etc) Tomar demasiadas juntas es peligroso o te puede dejar con mucha “locura”. Si vas a consumir intentá no pasarte de 1 o 2."
1375884924272656387,"@YenGuillen Pero traela vale, un lexotanil, rivotril, valium lo que sea..."
1374916307343175680,"#Tranquilizantes (Valium, Rivotril, etc) No las mezcles con #cocaína. Si mezclás pastillas con cocaína tenés más riesgos de dañar tu corazón."
1374543006712410117,"La araña cruza con yarará 🐍💩💩
 ahora... Vaciando el frasco de Rivotril, Valium y Clonas...
Ampliaremos..
Mauricio Macri Mi Presidente 🇦🇷🇦🇷🇦🇷💪 https://t.co/rZQXFsT4Gg"
1374395278489395214,"#Tranquilizantes (Valium, Rivotril, etc) No las mezcles con #cocaína. Si mezclás pastillas con cocaína tenés más riesgos de dañar tu corazón."
1374274672322244610,"#Tranquilizantes (Valium, Rivotril, etc) Tené en cuenta al consumirlas que podés sentirte agresive fácilmente Es mejor estar en un lugar tranquilo. Si estás con gente, avisales antes para que no te molesten. Evitá ponerte en situaciones que terminen en peleas."
1373776316688855041,"#Tranquilizantes (Valium, Rivotril, etc) Tomar demasiadas juntas es peligroso o te puede dejar con mucha “locura”. Si vas a consumir intentá no pasarte de 1 o 2."
1372900475901599747,"#Tranquilizantes (Valium, Rivotril, etc) Tené en cuenta al consumirlas que podés sentirte agresive fácilmente Es mejor estar en un lugar tranquilo. Si estás con gente, avisales antes para que no te molesten. Evitá ponerte en situaciones que terminen en peleas."
1372843266488537097,@ZilOliv_ @JAVO_TE Se tomó un puré de valium y rivotril. Mejor dicho: Se tomaron.
1372703245525790720,@MaritoMilenio3 La conchu debe estar con un puré de Rivotril y Valium!
1372161005267030017,"#Tranquilizantes (Valium, Rivotril, etc) Tené en cuenta que consumirlas baja tus reflejos y capacidad de atención."
1372122904465305603,"#Tranquilizantes (Valium, Rivotril, etc) No las mezcles con #cocaína. Si mezclás pastillas con cocaína tenés más riesgos de dañar tu corazón."
1371311129864105989,"@Torqueinfo Que fin de semana, perdieron Las Gallinas y la filial gallineta
Esos dirigentes estan a puro Valium y Rivotril..."
1371306574891847682,@Rivotrilico Para eso es mejor el Valium o el clona. Ojo que las benzodiacepinas son hiper adictivas. Mono tremendo
1371109521347776523,¿Cómo que no hay valium ni rivotril en el botiquín de las oficinas?
1370455820211785738,"ese topo toma Sprite con alplax y le dice lean
pasa por el barrio quiebra con un valium y medio rivotril"
1369847319923949569,"Update farmacológico del día: dos Valium, dos Rivotril, dos ibuprofeno. Adivinen si ahora estoy regia atr vibras altas o SIGO COMO EL ORTO pues nada me calma ni el dolor ni la ansiedad. Qué bello experimento nacer dije yo nunca."
1369586094824513536,"#Tranquilizantes (Valium, Rivotril, etc) Tené en cuenta que consumirlas baja tus reflejos y capacidad de atención."
1369309258572066831,"Para mi siguiente truco necesito dos valium, 3 prozac 5 rivotril y un libro de vodka"
1369133755470856193,"@Sola_Pieza Él sabe lo que se avecina y dudo que sepa lidiar con la ansiedad, ni el Rivotril o el Valium le van a otorgar paz."
1367985564637483008,"#Tranquilizantes (Valium, Rivotril, etc) Tené en cuenta al consumirlas que podés sentirte agresive fácilmente Es mejor estar en un lugar tranquilo. Si estás con gente, avisales antes para que no te molesten. Evitá ponerte en situaciones que terminen en peleas."
1366988985449340930,"#Tranquilizantes (Valium, Rivotril, etc) Tené en cuenta que consumirlas baja tus reflejos y capacidad de atención."
1366619063384825861,"#Tranquilizantes (Valium, Rivotril, etc) No las mezcles con #cocaína. Si mezclás pastillas con cocaína tenés más riesgos de dañar tu corazón."
1375146084939481092,"*Me encuentro un parcero camellando en la droguería después de una extracción de cordal*: 

— Mijo, el Diclofenaco es para inyectármelo. 
— Sisas, bo. Pero tengo una más fuertecita, ¿no la quiere? 
— ¿Cuál? 
— Una de rivotril. 

Malparido :v"
1367118061887750144,@fraanclh @_gggeno Yo recomiendo rivotril 2 MG+Lexotanil 3 MG+diclofenaco 75 MG y una buena paja y estás en el Olimpo.
1371986247518932992,"@eduubx @newlua_ @allerimodina KKKKKKJKKKKK 
faz o combo de aripiprazol, rivotril e fluoxetina"
1377017827689951235,"@Fefavaz @g_bettio Midazolam, rivotril ou zolpidem.. 😂"
1367927082366496770,"@RevolucionNurse Yo parezco el sanitario camello : Tengo diazepam , loracepan y rivotril , tengo midazolam y tengo unas quietapinas muy bien aliñás 🎤🎤🎤 🤣🤣🤣"
1374325011541078020,"@JanainaDoBrasil Remédios recomendados para transtorno bipolar:

Clopam
Depakote
Lexotan
Mirtazapina
Olanzapina
Risperidona
Rivotril

Procure um médico."
1366754451499933700,"@AlineQ12 Pantoprazol, naproxeno e raramente 2 gotas de Rivotril sob a língua por causa das pernas inquietas"
1373856344176988160,Conclusión de este fin de semana tras extracción de dientes: 1-Sin cafeína y nicotina soy una persona todavía más horrible 2-El rivotril es la solución a todo.
1376620650224308228,Frontal rivotril tylenol buscopam zolpiden  omeprazol.. podee vir resultado !
1374546459614453760,Alverso tomándose un cocktail de Omeprazol y  Rivotril
1369100314947710977,"@taltalivan Rivotril, pan, prozac, galletas, omeprazol, papitas, Netflix, crispetas.. Y así"
1367628629308559361,@Kildames El sabio Celebrex se dispone a cruzar el oscuro río Rivotril a lomos de su fiel  caballo de batalla Omeprazol...
1367222522677256194,@hiperfalcon Alguien le cambió el omeprazol por unos rivotril parece
1366759923367968769,"@AlineQ12 Omeprazol, Rivotril!"
1377017827689951235,"@Fefavaz @g_bettio Midazolam, rivotril ou zolpidem.. 😂"
1374924881587019779,"zolpidem X rivotril
qual amores?"
1374338222239719424,zolpidem + rivotril
1373043379366400006,zolpidem &gt; Rivotril
1370373854267387905,"@maybrugeff Somos quase iguais. Creme, Rivotril, zolpidem...."
1370213473523789824,Lanche da madrugada: zolpidem + rivotril 🥳
1368193256664760326,@bevilacquaevino Rivotril Zolpidem e Frontal
1367603032691793922,"Hola soy Javier tengo Sudeck y tengo el brazo izquierdo amputado por una escayola mal puesta.
Tengo 43 años y desde 1999 sufro dolores y tomo Fentanilo,20 gotas rivotril,3 pastillas de zolpidem, protector de estómago.erc etc
VIVENCIAS DE UNA MUJER AMPUTADA https://t.co/k3VGhxdjRx"
1367288744450080773,"Escitalopram e sertralina nas horas vagas, bupropiona, zolpidem, quetiapina, rivotril e ciclobenzapina diariamente https://t.co/joImhfkrxL"
1367269498294788098,vivendo a base de Zolpidem e Rivotril
1366963877293010944,@krunobelvin rivotril e zolpidem
1366630191100026889,"@AlineQ12 Rivotril
Zolpidem
Respiridona"
1376763038129344512,"@CaniBasut @LeonKrauze @CandeOchoaA @El_Universal_Mx Felip: RIVOTRIL inmediatamente, en las mañanas agrégale Prozac es urgente. Por ti y sobretodo por los demás."
1376725727467470848,@rosasalazara Como haber tomado un cóctel de Prozac con Rivotril.
1376669714475327488,@vitislabrusk Sopa de Rivotril e prozac
1376564731880820740,"@sanetipupi Matarazzo, Milkaut, Nesquick, Coca Cola, Toyota, Rivotril, Andes, Branca, Roipnol, Chivas, Llave, Legui, Prozac, Smirnoff, Porta... 🤪"
1376050103836930056,"@juantachi @Henry_garzong El prozac ya es un medicamento anticuado. Hoy existen unos mejores y más modernos como la venlafaxina, el wellbutrin, la lírica, el rivotril, el xanax, el colágeno hidrolizado, la biotina, la vitamina C,  la vitamina E. Ya me los tomé todos.🤭😉👍🏾"
1375949055759675394,"No puede responder el mandilon @VicenteFoxQue ... anda en viaje ..... mota, Prozac, Rivotril y la enana a su lado 🤮🤮🤮 https://t.co/RO6r1s4wzF"
1375614034515464192,@VicenteFoxQue Burro...hace daño el rivotril con prozac y motita..
1375560806583169025,"Imaginaros una farmataberna:

- Quiero un chuletón al punto, un rioja crianza, un opiren flas, un prozac, 2 comprimidos de rivotril 0.5 mg y unos alcaparronses. Por favor, el opiren y los alcaparronses muy fríos y con mucha vocación. https://t.co/m5zyAhaWVa"
1374577491520540675,Wey cene boneless me falta un prozac o un tecito con rivotril y mi noche sería perfecta
1373784917620965376,@mcolina09 Recetame alprazolam o rivotril con prozac por favor 🙃
1372030772161482752,"@jezuks @lautovar27 Ayyy güey please si, tipo Rivotril, Prozac y una botellita de vino rosado es todo lo que pido 🥺"
1371449898462236679,@luizabrandaok ela deve viver na base do rivotril e prozac
1370405241720541187,"@1350kHz @p3rix El rivotril, el prozac, la mostaza... ¿Qué sí sirve, oh, Dios?"
1370212468048412673,"Necesito una mascota que se llame Rivotril, Prozac, Paxam, Diocam, Klonopin.. O alguno de esos.. (es que aveces si los extraño 😔) https://t.co/snQFevs45g"
1370195393494011907,"@LillyTellez @CONABOX Pensé que ya habían enviado al manicomio a Lilly Téllez, seguramente se les escapó. Denle su Prozac, Rivotril Pa que se calme y que regrese a su camita."
1369309258572066831,"Para mi siguiente truco necesito dos valium, 3 prozac 5 rivotril y un libro de vodka"
1369100314947710977,"@taltalivan Rivotril, pan, prozac, galletas, omeprazol, papitas, Netflix, crispetas.. Y así"
1368731530307239937,@fer_p28 @sraculishi Prozac o Rivotril NOW y de ahí a consulta psiquiátrica inmediatamente.....
1368461860316545025,@VicenteFoxQue Mejor tómate tu Prozac con tu Rivotril y deja de decir pendejadas. No te das cuenta que nadie te quiere?
1367914346647535617,@El_Universal_Mx Las cifras que rebuzna López a cada ratito provienen únicamente de la cantidad de Rivotril y Prozac que le administra su doctor. A menor dosis más grande la mentira y la exageración.
1367604796170133507,"@atameAti Lo mejor que puede hacer Lupilla Jonás es jubilarse, meterse voluntariamente a un asilo y tomarse sus gotitas de Rivotril, Prozac y demás chucherias para amainar el Alzheimer. 🚮"
1376191765355577357,@Valeria_Jurado6 estou a base de fluoxetina e rivotril.
1373441803945443337,@HeloVitoriaM desce a cartela de rivotril+ fluoxetina kkkk
1372268495786889217,"Trankimazin, Aneurol, Fluoxetina, Seropram e Rivotril. Todo isto antes dos 26 anos. A miña vida consistía nun bloqueo, sen libido, pernas inquedas na cama e ir polo mundo modo zombi a cambio de non sentir. Ata que coñecín á miña psicóloga. Xa abonda de frivolizar coa saúde mental"
1371986247518932992,"@eduubx @newlua_ @allerimodina KKKKKKJKKKKK 
faz o combo de aripiprazol, rivotril e fluoxetina"
1370715966984876039,@monroepax combinho de fluoxetina com rivotril 🥺
1367943800883183616,"Quiero otras 2 mascotas para ponerles fluoxetina y quetiapina.
 Así tendré a Rivotril, fluoxetina y quetiapina de mascotas, igual que la medicación que tomo todos los días jajajaja"
1366754985124462599,@claramadrigano Combo: fluoxetina + Rivotril + topiramato.
1366620527809486850,Preparando a fluoxetina e o rivotril 🤭 https://t.co/kIIMDFZKif
1366754451499933700,"@AlineQ12 Pantoprazol, naproxeno e raramente 2 gotas de Rivotril sob a língua por causa das pernas inquietas"
1373135001663967232,dios mio red sun de dreamcatcher tiene perico con codeina y cafeina y diclofenac con rivotril y fluvirin
1368679350745305092,Tabletas de rivotril con codeína y adiós.
1374822612472324100,"@drajuguetess JAJAJA si me regalaran enantyum plus, rivotril  ahí si les diría que platicáramos y le daría hasta almuerzo"
1374935934853128195,"Señores clave un rivotril y un blokium la contractura no se va , que hacemos???"
1370179483420999680,"@liligoico57 Desde que tengo los medicamentos gratis no paso mas hambre!
Desayuno aspirinetas y Atenolol, al mediodia almuerzo Neurotioct y Blastop, de postre Rovartal 10 mgs. a media tarde un rivotril 0.5 mgs. me sirve como tentempie y a la noche ceno como un rey con Lotrial 10 mgs.!🤣"
1375292792054816778,@Rivotrilico El efecto rebote d la metadona
1372098897687023616,"Coctel de medicinas 2am:
100mg tramadol, 1 rivotril, 37.5mg venlafaxina (antidepresivo), 300mg gabapentina, 4mg tizanidina y 10mg metadona + anticonceptiva"
1373416523210092547,"Acordarse de comprar:
Maraton, Nabila, Bil13, Metformina 1000 y Vigiser.
Ah Rivotril y Trimebutina"
1371131077465673728,@las_guamas_ @SusaPalacio @Auro96 Las lindas toman metformina y rivotril
1367628629308559361,@Kildames El sabio Celebrex se dispone a cruzar el oscuro río Rivotril a lomos de su fiel  caballo de batalla Omeprazol...
1368941048152666122,"@JoaquinTeixeira Remédios

Rivotril
Alprozalam
Sulpam
Itaipava
Florexitina
Ivermectina
Engov
Viagra"
1368417622723813378,"@_EchoOfYourPast troca o Viagra dele por Rivotril, besta"
1369773400814653442,"@GabyLob Y los q toman Rivotril como si fuera aspirina? O alcohol todas las noches? Si ambas cosas, junto con el pucho, fueran ilegales les pegarian como hacen con el porro. Caretas."
1369660130174898177,"@CasaRosada @carlavizzotti Poseo diabetes crónica insulino dependiente, al día de hoy estoy con vida por la gracia de Dios, y la enorme ingesta de medicación  como por ej rosovastatona 20 mg, lotrial de 10 mg 2 u ,corbis de 2,5 dos por día aspirina de 100mg, lasix de 40 mg rivotril de 2 mg insulina,"
1359955929547104258,"3 remédios pra me conhecer:

1. Rivotril
2.Tylenol sinus
3. Dorflex https://t.co/J6j7SakC3V"
1375146783073009669,@MaraDelRey1 Joder pues a mí la venlafaxina el rivotril y el stilnox no me salen muy baratos que digamos
1359886474565603330,"3 remédios pra me conhecerem -zolpidem
-Rivotril 
-Stilnox https://t.co/dAt4r6mpDP"
1358973211644284929,A Pocah é influenciada pelo Stilnox com Rivotril. #BBB21
1358654744718430208,"@LuisNegrazzo Es mucho, quizá deberías tomar un inductor del sueño como stilnox o de plano una benzodiazepina como rivotril."
1358584385159778310,"@GFranceschini13 Porra, me arruma receita de Rivotril que eu te mando uns Stilnox!"
1372098897687023616,"Coctel de medicinas 2am:
100mg tramadol, 1 rivotril, 37.5mg venlafaxina (antidepresivo), 300mg gabapentina, 4mg tizanidina y 10mg metadona + anticonceptiva"
1369824265512628234,"Dame otra para fingir que no pienso mas en ti, dame otro rivotril... Joder, voy a matarme de una puta vez, tramadol y otro tranqui, quiero dormir pero no estas aqui. https://t.co/hKwJZEmjdf"
1371986247518932992,"@eduubx @newlua_ @allerimodina KKKKKKJKKKKK 
faz o combo de aripiprazol, rivotril e fluoxetina"
1365549321802948611,"rivotril 🤝 aripiprazol 🤝 alprazolam 

tentar combater minha ansiedade"
1359906120068964359,"3 remédios pra me conhecer 
1. lamotrigina 
2. aripiprazol 
3. rivotril https://t.co/jD3RzhUXTE"
1364746106945613831,"díganme un nombre de medicamento por cada letra de su nombre:

fentanyl 
rivotril
azitromicina
naproxeno
carbamazepina
irbesartan
sertralina 
clonazepam
albendazol

xq sabía tanto wtf https://t.co/bqV0kT2dMn"
1367975613001302016,"Es hora de un coctel de clonazepam, rivotril, diazepam, quetiapina, fenobarbital, bromazepam y vodka, hasta el fondo!"
1366484285461590016,"marzo con M de Te puedo pillar polen, te puedo pillar hierba, jamona, te puedo pillar éxtasis, te puedo pillar cristal, te puedo pillar coca, te puedo pillar keta, te puedo pillar...... yo que se tío pastillas, trankimazin, rivotril, lorazepam, bromazepam, diazepam, pero....."
1366472397621231617,"Te puedo pillar polen, te puedo pillar hierba, jamona, te puedo pillar éxtasis, te puedo pillar cristal, te puedo pillar coca, te puedo pillar keta, te puedo pillar...... yo que se tío pastillas, trankimazin, rivotril, lorazepam, bromazepam, diazepam, pero..... pero cbd no tío."
1366468019006754818,"Te puedo pillar polen, te puedo pillar hierba, jamona, te puedo pillar éxtasis, te puedo pillar cristal, te puedo pillar coca, te puedo pillar keta, te puedo pillar...... yo que se tío pastillas, trankimazin, rivotril, lorazepam, bromazepam, diazepam, pero..... pero cbd no tío."
1357268947675013127,"Clonazepam, Diacepam, Alprazolam, Bromazepam, Rivotril, Losartan, Enalapril, Vasotec®, Irbesartán, Avapro, Olmesartán, son Medicamentos que no curan ninguna enfermedad, aceleran la Muerte del paciente.
Lo que tienen es una Enfermedad Dimensional activada. https://t.co/Zfq9fys1pj"
1365736258220281856,"""Keep it real, bajo perfil
All black everything, fumando green
Todo y nada, all in
Cash Rules Everything Around Me,
Toma la grasa, Burger King
Stoichkov en el Dream Team
Paganini tocando el violín
Medallón y cordón, blin blin
Ni Rivotriles ni Lexatin""

Natos y Waor, ""Alfa y Omega"
1362809353175134208,"Llegó el vierrrnes!
Buen día para jugar!
.
Qué dirían?
.
Yo..... rivotril (definitivamente rivotril) 🤣😂 cafiaspirina y y ungüento de peyote con cannabis jajaja

TÚ?

Los leo!
💥💥💥
#viernes #friday #fridayfun #juguemos #letshavefun #letsplay #medicamentosytupersonalidad 🤣😂🤣 https://t.co/IHixhww645"
1362188430927659008,"Vos sabés que si. 
(Cambiemos el rivotril por la cafiaspirina) https://t.co/1VnO570faA"
1376354547627655168,"@el_anestesiador El reliveran puede ser, porque dan asco y vomitas. Pero el rivotril no hace falta ,con solo verlos ,te dormís ."
1376313860542631941,No hay caso para ver a Racing te tenes que tomar 40 gotas de Reliveran y 2 Rivotril!!
1376206192394043399,@LuisGasulla no se si tomarme 40 gotas de reliveran o un rivotril...
1368534978250833922,"Cometo el error de entrar a La Nazión para curiosear un poco. ¿Con qué necesidad, no?
Sale Lotrial, Rivotril 2 mg y Reliverán 60 gotas"
1366597896297189377,Hoy me pusieron rivotril en vez de reliveran lo bueno es que dormí como una reina
1366567995766677506,"La otra vez que me sentía mal de la panza mi papá me dio reliveran y cuando mi abuela, después me pregunta, que como me siento le digo ""bien, mi papá me dio rivotril"" jsjajajajaja la re dopaban"
1366209062745038852,@ElDoctorGorila La única manera de tolerarlo es con reliveran y rivotril
1361132629463080961,@avieu @lopezobrador_ Parece que confundieron el rivotril con el captopril...
1364746106945613831,"díganme un nombre de medicamento por cada letra de su nombre:

fentanyl 
rivotril
azitromicina
naproxeno
carbamazepina
irbesartan
sertralina 
clonazepam
albendazol

xq sabía tanto wtf https://t.co/bqV0kT2dMn"
1362523140723675140,"En un particular me ayudarán a conseguir mi diagnóstico. Para pinches médicos indios bajados de la sierra que tienen que lo único que querían darme era carbamazepina y rivotril. 
Pinches idiotas. 
Para que hacerse que les importa si ni tienen los medios para tratarlo."
1364746106945613831,"díganme un nombre de medicamento por cada letra de su nombre:

fentanyl 
rivotril
azitromicina
naproxeno
carbamazepina
irbesartan
sertralina 
clonazepam
albendazol

xq sabía tanto wtf https://t.co/bqV0kT2dMn"
1362523140723675140,"En un particular me ayudarán a conseguir mi diagnóstico. Para pinches médicos indios bajados de la sierra que tienen que lo único que querían darme era carbamazepina y rivotril. 
Pinches idiotas. 
Para que hacerse que les importa si ni tienen los medios para tratarlo."
1364750433189720064,"Atorvastatina, Nifedipino, Dexametasona, Rivotril, Espironolactona, Ácido folico https://t.co/9nfdA54qfA"
1371888193654693902,Drogada de duloxetina e Rivotril
1357268947675013127,"Clonazepam, Diacepam, Alprazolam, Bromazepam, Rivotril, Losartan, Enalapril, Vasotec®, Irbesartán, Avapro, Olmesartán, son Medicamentos que no curan ninguna enfermedad, aceleran la Muerte del paciente.
Lo que tienen es una Enfermedad Dimensional activada. https://t.co/Zfq9fys1pj"
1376636527506288643,"@DarthKafka Otro aquí del equipo escitalopram / Orfidal (ahora sustituido por Rivotril) por salud. Nos hará más fuertes crack, tenemos pendientes unas cervezas sobre la tercera cuerda😍"
1367288744450080773,"Escitalopram e sertralina nas horas vagas, bupropiona, zolpidem, quetiapina, rivotril e ciclobenzapina diariamente https://t.co/joImhfkrxL"
1364721879534157826,"Valium
Advil
Litio
Esomeprazol
Rivotril
Ibuprofeno
Adderal https://t.co/PCn6SBxJTP"
1359923274411556866,"1. esomeprazol
2. doralgina
3. rivotril https://t.co/6f8RKzhL5u"
1367603032691793922,"Hola soy Javier tengo Sudeck y tengo el brazo izquierdo amputado por una escayola mal puesta.
Tengo 43 años y desde 1999 sufro dolores y tomo Fentanilo,20 gotas rivotril,3 pastillas de zolpidem, protector de estómago.erc etc
VIVENCIAS DE UNA MUJER AMPUTADA https://t.co/k3VGhxdjRx"
1365416959584706563,"@bwaywoody pues espero que hable de que la acetaminofen tiene codeína, hidrocodona, y oxicodona, que al menos nos explique no?? de que el Rivotril contiene clonazepam como  activo, el cual pertenece a las benzodiazepinas, de que el fentanilo. Pertenece a los analgésicos opioides."
1364750433189720064,"Atorvastatina, Nifedipino, Dexametasona, Rivotril, Espironolactona, Ácido folico https://t.co/9nfdA54qfA"
1367479384769236997,"@hamaxx1 Tengo Losartan tranqui ....😂😂, escuché algo que pasaron en Twitter, sigue echando culpas y tiene el traste lleno de 💩,  Hoy sale tortilla de Rivotril y Xanax, para dormir a la noche🙋‍♂️🤦‍♂️🤷‍♂️😂🇦🇷🤙"
1357268947675013127,"Clonazepam, Diacepam, Alprazolam, Bromazepam, Rivotril, Losartan, Enalapril, Vasotec®, Irbesartán, Avapro, Olmesartán, son Medicamentos que no curan ninguna enfermedad, aceleran la Muerte del paciente.
Lo que tienen es una Enfermedad Dimensional activada. https://t.co/Zfq9fys1pj"
1372405053215113216,"@Lupeins Cargar con esposas adictas al clonaxepam, rivotril, amitriptilina... también es una cruz horrible foo"
1371826598127747077,saudades rivotril e amitriptilina
1359698100772831238,"3 remédios pra me conhecer 

1. Dipirona
2. Amitriptilina 
3. Rivotril https://t.co/OOxByyM52D"
1366556388386824194,A base de morfina e rivotril
1359480092066521091,"@pelotaroja2511 @carlos_ok2 Es que anoche me dolía la espalda y me tome un cóctel de flexicaminB12,  rivotril,  valium, y morfina. Pensé que iba a dormir todo el día y estoy Pum para arriba 🤷‍♂️"
1372342389646503936,1mg de rivotril plus 50mg de quetiapina
1371590760353705985,"Si la diabetes es de  ricos, se imaginan si va con locura? $9000 la Quetiapina y Rivotril, ser loco es un lujo."
1371120413175087108,"Aclaro: estaba drogado de Quetiapina, Rivotril y Altruline. https://t.co/Q9jjKFtsJr"
1367975613001302016,"Es hora de un coctel de clonazepam, rivotril, diazepam, quetiapina, fenobarbital, bromazepam y vodka, hasta el fondo!"
