idtweet,tweet
1376960746211454977,"8⃣Te dejo aquí algunos fármacos muy usados que también pueden producir trombocitopenia (bajada de plaquetas) inmune:
SULFAMIDAS (SEPTRIM)
VANCOMICINA
CARBAMACEPINA
ESOMEPRAZOL
FENITOÍNA
NAPROXENO
CEFALOSPORINAS
FENTANILO
CIPROFLOXACINO
PROPRANOLOL
FUROSEMIDA
....."
1376880637232214018,"@AnjelaConJota A mi, por la mierda de dinero que me entra en la cuenta, me salen mis mierdas gratis un año. 
Levotiroxina
Vitamina D
Sintonal
Lyrica
Hierro (nomacuerdo la marca)
Naproxeno
Omeprazol
= 0000000, 00 €

No me hago de la privada ni muerta"
1374209861576241156,"@SimonMonsalve3 Naproxeno y omeprazol, siempre tengo que tener en el bolso"
1374164830156943361,"Pregunta seria:

¿El Naproxeno con esomeprazol es con receta?

Perdi el papel! 😣"
1368367047663554563,"Aparecieron las ampollas de Atracurio y Midazolam. Pero siguen faltando las siguientes ampollas esenciales:
- Enoxaparina.
- Omeprazol.
- Ketamina.
- Dexametasona.
- Enalaprilato.
- Furosemida.
- Levofloxacina.
- Nitroglicerina.
- Noradrenalina.
- Insulina NPH.

@julioborba29"
1367196687031222272,"¿Desabastecimiento Regional de atracurio, midazolam, omeprazol, nitroglicerina, dexametasona?. Miguel Agosta, periodista argentino: ""no tiene sentido una pregunta así. A nadie le cabe en la cabeza que no se compren estas cosas. Es como que en la panadería falte pan"". @1000_am."
1367194831613788173,"""No puede ser, es peor que grave estar sin atracurio, midazolam, omeprazol, nitroglicerina, dexametasona. Es falta de gestión"", Miguel Agosta, periodista argentino / @rickyalderete @aalevera #LaTardeA1000"
1367193557921112067,"Hablamos con Miguel Agosta, periodista argentino y enfermero de UTI fuera de ejercicio. ¿En Argentina también faltan atracurio, midazolam, omeprazol, nitroglicerina, dexametasona?. ""Estas 5 drogas hay en bateas llenas, si faltan la gente se muere porque es MUY BÁSICO"". @1000_am."
1367162208988332033,"¿Qué otros países de la región están sin atracurio, midazolam, omeprazol, nitroglicerina, dexametasona, entre otros? Porque si somos solo nosotros no es un problema regional como se justifica sino de falta de gestión a la hora de reabastecer el stock que se va agotando."
1377044856460152832,@l0is4 Invés do omeprazol tomo esomeprazol
1377032492595736577,@ReneAguiar No va a alcanzar el omeprazol del mundo para tanta acidez.. vaya a la puta
1377021769526153216,"@GustavoBolivar ¿Otro ranking ""Comprado"" ??
NO demoran en Nominar a los Premios Nobel de Medicina a
gustavo LÁZARO petro
Por sus Curas Milagrosas,
Se ""Curo"" de un cáncer con un Sobre de Omeprazol,
Y se ""Curo"" de un Covid GRAVE
en 4 días,
¡Delen ese Nobel ya !!
a ese Perdedor Mitomano Orate.
😁🤭"
1377018057114128384,"@AnaRuizF Te recomiendo Enantium / 8 horas si sueles tener problemillas de estómago : omeprazol / 24 horas en desayuno . Relajante tipo diazepam 5 mg / 24 horas antes de ir a dormir. Y sobre todo que NO te quedes en la cama , sal a pasear , anda mucho y no dejes de andar para tonificar."
1377007872387735555,"@aniortegrado @EmmaZafon Una prótesis de rodilla creo que está por los 8000 euros sin complicaciones. Es decir si una persona necesita operarse de ello se queda 4,5 años sin poder enfermarse de nada más, ni siquiera poder comprarse un omeprazol. Si se cae y se fractura ..."
1377000318752452612,"Antes mi kit de vacaciones incluía bloqueador, una gorrita y dulces, ahora en la casa, incluye loratadina, omeprazol y Nasalub.
Chale ☹️"
1376999218817200138,"@InSitgesWeTrust Y lo que te ahorras en almax y omeprazol, qué?"
1376996217150963719,"@FcoValGu Jajajajaja omeprazol, ibuprofeno flanax y que más le damos."
1376995727189106695,"Aquí todos los pacientes tienen omeprazol, MVI, bromuro pinaverio, complejo b, clonazepam🤔
Mes tras mes el mini combo"
1376995348028219392,"@Martbella2020 Mucho cuidado también con anticonceptivos, ibuprofeno, aspirina, omeprazol..."
1376994618861060096,El omeprazol es mi pastor y nada me faltará
1376993424730120197,casal omeprazol https://t.co/6yCHHAamvg
1376989299065913345,"@ilazo Si no te gusta cocido o te cae mal, dale una saltada super rápida, así entre lo ahumas/caramelizas y no queda recocido. Y siempre tomate un Omeprazol por si te da acidez."
1376987142300258310,"@AnaRuizF Toma Enantyum 25 mg, una pastilla cada 8 horas pero te lo tiene que recetar tu médico de cabecera. Y es conveniente tomar un omeprazol por la mañana como protector de estómago."
1376984644554530822,"#ServicioPublico| Hoy uso este medio para ayudar a una tía que dio positivo al #Covid19. 

Presenta deficiencia respiratoria leve y requiere Axitromocina 50mg Levofloxacina 750mg Ibuprofeno 400mg Omeprazol 20mg Vitamina C y D de 500mg y 2000U, respectivamente, y Dexametaxona Amp."
1376970822909374470,@LaFelicz Tomar omeprazol después de comer mucho o con mucho picante.
1376969825344491531,"@LauraBorras @Muntsamar Es curtet el pobre... i li agrada fer el ridicul... menys mal q te'l menjaras amb patates, xo prente un omeprazol xq un tio aixi segur q es dificil de digerir"
1376961965445296130,@MariaGaleman Toma medio vaso de agua con una cucharadita de bicarbonato para que se te quite rápido y después toma nexium mups (es como omeprazol pero mil veces mejor) para controlarlo.
1376961797215944704,Hay una edad donde lo único importante es tomarse la omeprazol temprano.
1376957746290044930,"@alsonahiara dale, ayudame que pesa como 5kg. Traete omeprazol we"
1376957046029967371,"Pues me ch!ngue unos 
Doritos Flamin’ Hot y luego 3 Omeprazol.
Porque soy una niña en cuerpo de adulto 
y al hospital de urgencias yo ya no llego 😉"
1376949746342985730,@ignacioortelli @A24COM @luisnovaresio TOMATE UN CAJA DE OMEPRAZOL
1376948032210624523,"Yo: *tomo un omeprazol para que no me duela el estómago y no me de acidez cuando coma algo*

*me empieza a doler el estómago y me da acidez sin haber comido nada*"
1376947657277648897,@eb23d0dc2a824fb @marinomillan @LaFelicz Más bien omeprazol
1376941803350323200,Un día eres joven y al otro buscas (con MUCHA fé) entre tus cosas un omeprazol o ranitidina :(((
1376937372617695233,"@Atavus13 Espero que no estés complicado después de semejante almuerzo.-🤣🤣🤣🤣
Cualquier cosa Omeprazol 20 mg.-"
1376930074092519425,"@xolovsjennie ya tomó probióticos u u pero el omeprazol no está recetado para la enfermedad de Crohn:( mi mamá le pregunto al médico la otra vez y dijo que no era posible, quizás si me lo hubiesen detectado más temprano sí como un tratamiento inicial"
1376927895428431877,@trues9l Y síntomas un Omeprazol antes de los remedios como para recubrir tu estómago? Y además probioticos? Puede que eso te ayude un poquito =
1376924392857423874,Cafe y Omeprazol! Una combinación ganadora!
1376918817046155267,"Estamos buscando para la mamá de una amiga en BARQUISIMETO/CABUDARE adquirir estos medicamentos: 

- Fulgran 875/125mg.
- Fulbaryl 160/4.5 mg. en Capsulas
- Cortynase nasal 0,05 por ciento.
- Berodual solución
- Omeprazol

Please ¿Me pueden ayudar con datos de farmacias allá?"
1376917085855621130,"Omeprazol y Fluoxetina, mi desayuno del internado."
1376909606501429252,Abusaste de la garnacha salsuda toda tu juventud y ahora no puedes dejar de comprar omeprazol en la farmacia del ahorro
1376901901070037002,"@m_maireles @PatuSalvador Doncs si, perque tu al omeprazol si q li vas fer cas...."
1376900990553702407,@Jotaefel Yaaa déjalo que tome su omeprazol para la gastritis hp
1376900599317463040,Hoy empece mi mañana con riopan y omeprazol que pasoooo🥴
1376899322822848521,omeprazol JAJAJAJAJA https://t.co/HmBXGCeqxy
1376896131335086082,Entrega de insumos y ampolla de omeprazol para el niño Sleyder Josué quien estaba ingresado en el  ambulatorio de cabudare. https://t.co/0qkbTBivrY
1376884638032015370,Omeprazol me salvando
1376880637232214018,"@AnjelaConJota A mi, por la mierda de dinero que me entra en la cuenta, me salen mis mierdas gratis un año. 
Levotiroxina
Vitamina D
Sintonal
Lyrica
Hierro (nomacuerdo la marca)
Naproxeno
Omeprazol
= 0000000, 00 €

No me hago de la privada ni muerta"
1376876754342674432,Omeprazol en ayunas. ✌🏼
1376868131537354754,@alvarolserrano @Rosmowna Para los callos tengo toneladas de Omeprazol®.
1376865732135432192,"@pequetras @TORMENTO_076 te calmara el omeprazol , sera una gastritis puntual, de todas maneras controla y si sigue llama otra vez,lode visitas telefonicas se debe acabar , estamos vacunados los sanitarios ya."
1376865143850684423,"@AnaRuizF @sja1712spain Si tienes problemas  de estómago, cuidado con los antiinflamatorios, que te receten protector tipo Omeprazol."
1376865031938269188,Vivendo a base de serezen e omeprazol
1376843453963849737,"@herochiuwu Estoy tomando omeprazol, enantyum y un antibiótico que no sé el nombre (luego te lo digo) pero es muy fuerte.."
1376801903401697281,"Vinga ! Que us fotareu un fart de Calamars, Callos madrileñus i orejas a la plancha. Ja podeu comprar Omeprazol !!!! https://t.co/bIX1ifkTuo"
1376800604786462724,@yoselin4_ No omeprazol
1376798069421924354,"@olgagranado No quiero contarte lo q estoy tomando entre antibióticos, omeprazol, probióticos y antiinflamatorios 😔"
1376781824018411522,"@Flakobrs Riopan en sobres, omeprazol, ranitidina y cuando es muy fuerte sucralfato (pero no te automediques, consulta a tu médico)"
1376775389830385665,omeprazol el desayuno de los campeones
1376768852873338882,"Hoy fui a comprarme Omeprazol, y cuando le pido me dice cuántos querés? Automáticamente se me cruzó el finde largo por la cabeza. Una tira le dije.. Que se yo! Yo me asegure"
1376749619410001928,@LaFelicz @ewallacta Es hora del Omeprazol para antes de dormir jajajaja
1376744143108632586,yo y el omeprazol https://t.co/U4fMSpEHx3
1376741485702492160,"@Inesita18140379 @anniecanizares @MaJosefaCoronel Estamos en las mismas, mi mamita (79) está tranquila y tiene paciencia, pero mi hijo y yo nos estamos desesperando, no sabemos que hacer y le cuento que el @IESSec no tiene ni omeprazol, le dijeron a mi mami que si le duele el estómago, compré! 😞"
1376740342796595207,"Ya hablando enserio, qué gran cosa la omeprazol"
1376739759624687616,"7 Beneficios del Uso del Omeprazol para Perros y Gatos El uso del omeprazol para perros comúnmente conocido por el nombre de marca Prilosec, se utiliza en https://t.co/Ksh1JQHrxl"
1376737770845114369,@ElOpinadorTV Omeprazol. Salud.
1376737037580083203,"@_TioGamboin A los 50 un team de omeprazol, diclofenaco y Riopan!!"
1376725559321956352,@PFernandezBeri Cualquier cosa tengo Omeprazol a la venta🤣🤣
1376724621572079616,"@melishcs No le saques al éxito, Omeprazol y QG5  no te va faltar!!!"
1376722638970748931,"Sabiendo lo que necesito para vivir tranquila, en mi casa siempre hace falta ibuprofeno, omeprazol, paracetamol y cetirizina y no hago nada para solucionarlo."
1376716748842491913,El detalle que tuvo mi mj amiga de regalarme un omeprazol ♥️💓❣️❤️
1376716164966010885,"@sangarciacorre Tomá biletan, omeprazol y Buscapina."
1376705089281359874,Tranquilo @pabloduggan @C5N Tomate un omeprazol antes de poner un vídeo de Arrieto. Cuidate. Te queremos.😁
1376702543221379081,@SandSuarez @fdbedout No olvidar tomar el omeprazol
1376689278948941832,"Hoy en la consulta le dije a un pastor que su gastritis era marca diablo, se rió, nos hicimos amigos y le di su omeprazol ... deberían existir más personas así cero amarguras 🥰"
1376683340309356554,"@_Maririn Sí. 7 días. Toy con omeprazol pa que no me mate la wata. Igual ayuda. Pero wn, los ODIO."
1376679563053297666,"Amigues, ya me llegó el momento en el que tengo que comprar omeprazol."
1376679015747051523,@LaFelicz Tienes omeprazol?
1376672416789893122,"Quiero madrearme a mi yo de primaria que dejaba su chocomilk en la mesa, y no desayunaba nada, porque por su culpa ahora tengo que tomar omeprazol a medio plato"
1376657075913252867,"@LaFelicz Mantenga Omeprazol en el nochero, siempre!!!"
1376650326305017856,@MaLejaDiaz12 Njd pensé que era la única🤧 y una omeprazol y fuera
1376649110548267009,Omeprazol haz lo tuyo 😂 https://t.co/4G3aBpZiqk
1376648203475501058,"omeprazol 🤝 ibuprofeno
equilíbrio"
1376639214482259977,"@calmaperpetua @TinaDuckbill Omeprazol o pantorazol se debe tomar en ayunas (media hora o una hora antes del desayuno o cualquier suplemento con agua o con jugos que no sean ácidos y naturales, unca debe tomarse con refrescos, bebidas carbonatadas  tampoco se debe tomar con alimentos, leche tampoco."
1376637512781869058,"@Lanoche_24h @Aglezterol No logro imaginar la cantidad de Omeprazol q debes tomar cuando  toca entrevistar a algunos ppvox. Gracias x repreguntar aunque a estos amorales,como tal no les importa seguir mintiendo"
