idtweet,tweet
1369405656957091843,"@marabg96 @carlosvillasz @ae_miranda7 Wey no tengo nada en contra, solo que ""benzodiacepina"" no es una pastilla, es un grupo de sustancias qué normalmente se utiliza como somníferos o como ansiolíticos. Puede ser clonazepam, alprazolam, diazepam etc.. Todos esos activos son del grupo de las benzodiacepinas. Fyi"
1369084092772417537,"@conan691 No MMS, así me pongo cuando estoy asta la madre de crudo. Pero ya tengo tiempo que no tomo, estoy consumiendo medicamento controlado.tengo tiempo sin tomar ni un trago solo medicamento pero también es droga.pero me ayuda a controlar el alcoholismo.tomo Clonazepam y Alprazolam https://t.co/z4Hde7kCOu"
1368997451345104902,"@eriikguzman Clonazepam, Alprazolam o una caguama en la junta con Gerardo Lam."
1368800364904996864,"1. Whisky
2. Diazepam
3. Alprazolam
4. Midazolam
5. Lorazepam
6. Clonazepam
7. Zolpidem
8. Zopiclona

Y si sos muy cagón, un antihistamínico como difenhidramina o prometazina. https://t.co/Z0pzoOtZGL"
1368697972423352328,"#EnCuantoelRecipe | Los medicamentos anestésicos y ansiolíticos subieron un 78% y un 34% en promedio durante febrero, entre ellos Diazepam, Clonazepam y Alprazolam. Más información: https://t.co/WiPeHrAC2j https://t.co/60dVqQ1JIv"
1368643314577182721,"@SoyMariaVict Intenta tomar Melatonina, ayuda a dormir y es natural, sin recipe médico... yo sustituí el Clonazepam y el Alprazolam por la Melatonina, los tomé por DECADAS!!"
1368428715068116994,quiero ser neni🤩 SE VENDEN RECETAS PA' CLONAZEPAM Y ALPRAZOLAM! PASELE PASELE😎
1368083786869706754,"Diazepam, alprazolam, clonazepam y demás especies similares han sido agotadas en las farmacias, ¿ la razón ? desesperación de los caviares y rojos ante el tsunami de @rlopezaliaga1"
1367544096190005250,"@vivianaferrer Clonazepam 
Escitalopram
Alprazolam 
Paracetamol 
Ibuprofeno 
Ivermectina 
Pantoprazol 
Atorvastatina 
Aaahhh nooo pará, ésta es la lista de la farmacia!"
1367511241233747970,"Servicio público: Para paciente mujer Yngrid Dieppa de 67 años [Mi mamá], en Catia La Mar, La Guaira, se requiere, URGENTE: Carbamazepina 400mg | Clonazepam 2mg | Alprazolam 2mg | Ácido Valproico 500mg. Persona q' pueda donarlas favor comunicarse al 0412-2284068 ¡Gracias! Fvr RT"
1366712467280318464,"@susiygato33 Me recetaron díazepam y no me hacía nada
Luego alprazolam q si hizo efecto unos días y después clonazepam q también hizo efecto unos días y ahora ni eso.
El médico me dice q ya no puede darme algo más fuerte porque podría ser perjudicial"
1366501559144693764,"@marinazepam Pues 15-30 min antes de sobarse imagino, ya que como el alprazolam, clorazepam, clonazepam, zopiclona... es una bzd de acción corta, para sobarse rápido según vas al sobre."
1374579704246730752,"@MairaG73456500 @JEvaristoHV1 @OficialFrenaaa @YouTube DROGAS QUE AFECTEN MI JUICIO, COMO BARBITÚRICOS, ANTIDEPRESIVOS, NEMBUTALES, ANSIOLÍTICOS... NO. ¿SEGURA QUE NO TOMA CLONAZEPAM, TAFIL O DIAZEPAM PARA DORMIR?"
1374555253195083776,"@aroperdido Cannabis medicinal puede reemplazar 5 clases de medicamentos de ... Entre ellos: Clonazepam, Diazepam"
1374336805638656000,"@paomolinave Qué horror todo 😔, deberían darnos un bono rize,clonazepam,diazepam o marihuana por último"
1374121970552475658,"Farmacias solo con delivery este fin de semana. 

¿Te cachái necesitaras Clotiazepam, Alprazolam, Diazepam, Clonazepam?

No. Ninguno con control legal se puede vender con delivery."
1372100799900303361,"Me habían recetado antes Clonazepam, pero tampoco funciono. Ya en crisis de ansiedad la opción era Diazepam vía intravenosa, una dosis alta que me mandaba a dormir."
1372084460901036032,"Alguien que tenga tips para dormir? Ya pase por Melatonina, Diazepam, Clonazepam y nada me hace afecto 🥲"
1371812517874266115,"No me digan su signo del zodíaco.
Mejor si prefieren venlafaxina, mirtazapina, citalopram, diazepam o clonazepam."
1371297742815911938,"Benzodiacepinas:

M.A. Agonistas gabaergicos.

Tiempo de vida media:
Ultra corto &lt;6hr: midazolam, triazolam.
Corto 6-8hrs: alprazolam, lorazepam, lormetazepam.
Larga &gt;24hrs: clonazepam, flunitrazepam, diazepam, flurazepam."
1371112559672184840,"@ElNacionalRD Este INFORME; provocara llamadas a medicos. ""Se busca sedantes,  tranquilizantes e hipnoticos"".

diazepam (Valium®)
clonazepam (Klonopin®)
alprazolam (Xanax®)
triazolam (Halcion®)
estazolam (Prosom®)

Aunque no les serviran para librarse del PEPCA y NAJAYO a los Ladrones 
💣🤣😎"
1370673841882677248,"@hantonyozru @VeraBaenaR Para conciliación benzo de vida corta, coincidio con lorazepam 1-2 mg o lormetazepam (este es tb de vida corta). Si el insomnio es de mantenimiento clonazepam o diazepam (vida media o larga). Coincido con que debe ser muy puntual. Y siempre MODIFICAR HIGIENE DEL SUEÑO."
1369405656957091843,"@marabg96 @carlosvillasz @ae_miranda7 Wey no tengo nada en contra, solo que ""benzodiacepina"" no es una pastilla, es un grupo de sustancias qué normalmente se utiliza como somníferos o como ansiolíticos. Puede ser clonazepam, alprazolam, diazepam etc.. Todos esos activos son del grupo de las benzodiacepinas. Fyi"
1368800364904996864,"1. Whisky
2. Diazepam
3. Alprazolam
4. Midazolam
5. Lorazepam
6. Clonazepam
7. Zolpidem
8. Zopiclona

Y si sos muy cagón, un antihistamínico como difenhidramina o prometazina. https://t.co/Z0pzoOtZGL"
1368697972423352328,"#EnCuantoelRecipe | Los medicamentos anestésicos y ansiolíticos subieron un 78% y un 34% en promedio durante febrero, entre ellos Diazepam, Clonazepam y Alprazolam. Más información: https://t.co/WiPeHrAC2j https://t.co/60dVqQ1JIv"
1368083786869706754,"Diazepam, alprazolam, clonazepam y demás especies similares han sido agotadas en las farmacias, ¿ la razón ? desesperación de los caviares y rojos ante el tsunami de @rlopezaliaga1"
1367975613001302016,"Es hora de un coctel de clonazepam, rivotril, diazepam, quetiapina, fenobarbital, bromazepam y vodka, hasta el fondo!"
1367535588476411911,"@Kildames Y eso que no has escuchado la leyenda de las ninfas hermanas del bosque encantado: Clonazepam, Diazepam y Aprazolam."
1367289152505528321,"@TomElElfo Naaa una buena sobredosis de rivo, mezclado,con diazepam y clonazepam.
Se duerme y no despierta"
1366999848390709249,"Clonazepam con tafil y de postre una diazepam con buprenorfina.

Ay papaw!"
1366712467280318464,"@susiygato33 Me recetaron díazepam y no me hacía nada
Luego alprazolam q si hizo efecto unos días y después clonazepam q también hizo efecto unos días y ahora ni eso.
El médico me dice q ya no puede darme algo más fuerte porque podría ser perjudicial"
1375231960117825544,Cambiaron Valium por Clonazepam y se levanto asi https://t.co/JKPx8xisy7
1371843996000092161,"@gast1_ + te lo digo yo que soy un adicto a las pastillas (clonazepam, alplax, valium, lorazepam) en recuperación, hace un año y 13 dias no consumo pastillas. el porro y el alcohol los deje el 24 de julio. es un proceso dificil pero que se puede realizar con esfuerzo y apoyo. un abrazo"
1371112559672184840,"@ElNacionalRD Este INFORME; provocara llamadas a medicos. ""Se busca sedantes,  tranquilizantes e hipnoticos"".

diazepam (Valium®)
clonazepam (Klonopin®)
alprazolam (Xanax®)
triazolam (Halcion®)
estazolam (Prosom®)

Aunque no les serviran para librarse del PEPCA y NAJAYO a los Ladrones 
💣🤣😎"
1369873351590739975,"Necesito una caja de relajantes musculares, otra de valium y clonazepam"
1369443450739978247,"me acuerdo q una vuelta mi hermano le dijo a mis viejos q yo andaba preguntando por Clonazepam, rivotrik y valium kjjjj ese día casi me muero de taquicardia"
1370897961677426689,"Tengo la madre de todos los dolores cervicales. Tras dos ampollas de diclofenaco, dos aplicadores tópicas de indometacina y un vaso de infusión de curcumina y 2 mg de clonazepam el dolor ha bajado sólo 20%. Me espera una laaarga noche de sufrimiento 😞"
1374130142021308417,"⚡️Convulsión tónico-clónica ⚡️

💊 1ra línea: Ácido valproico, lamotrigina.
💊 2da línea: Carbamazepina, fenitoína
💊 Alternativo: Acetazolamida
❌Contraindicado: Vigabatrina 

⚡️Ausencia ⚡️

💊 1ra línea: Etosuximida
💊 2da línea: clonazepam
❌Contraindicado: Carbamazepina"
1376082941315481603,"Impresionante tener que tomarme por las NOCHES:
1 montelukast
1 loratadina
2 sprays de fluticasona en la nariz
1 puff de fluticasona-salmeterol
1 clonazepam
1 hidroxicina
1 aripiprazol 
y 2 fluoxetinas 
solo para tener una noche decente sin tantos despertares

¿Les pasa lo mismo?"
1375801361309302791,"No más fluoxetina, no más clonazepam, no más alprazolam, no más olanzapina y mucho menos aripiprazol."
1371297742815911938,"Benzodiacepinas:

M.A. Agonistas gabaergicos.

Tiempo de vida media:
Ultra corto &lt;6hr: midazolam, triazolam.
Corto 6-8hrs: alprazolam, lorazepam, lormetazepam.
Larga &gt;24hrs: clonazepam, flunitrazepam, diazepam, flurazepam."
1368800364904996864,"1. Whisky
2. Diazepam
3. Alprazolam
4. Midazolam
5. Lorazepam
6. Clonazepam
7. Zolpidem
8. Zopiclona

Y si sos muy cagón, un antihistamínico como difenhidramina o prometazina. https://t.co/Z0pzoOtZGL"
1373815071470714883,"Bueno, pues serán 6 goticas de clonazepam y una tableta de mirtazapina y a dormir."
1373341095451635712,"mi jefa tiene un hijo con depresión que también fue al psiquiatra pero ella hizo que deje de tomar medicación porque se veía lerdo (seguro también se drogaba así) y ptm había sertralina, clonazepam, mirtazapina y algo más"
1371812517874266115,"No me digan su signo del zodíaco.
Mejor si prefieren venlafaxina, mirtazapina, citalopram, diazepam o clonazepam."
1370087642650570761,@aliveformikasa clonazepam y mirtazapina
1373487724578148353,"Si hoy muriese, daría positivo a Alcohol, Nicotina, Marihuana, LSD, MDMA y Clonazepam.
Solo faltaría cocaína y todo lo que me he metido en esta vida estaría en una hoja de papel.

Pero todas las vivencias que viví con ellas no cabrían ni en 100 hojas.

Me gusta la vida que escogí"
1376995727189106695,"Aquí todos los pacientes tienen omeprazol, MVI, bromuro pinaverio, complejo b, clonazepam🤔
Mes tras mes el mini combo"
1375812776384466950,"Hoy juega ColoColo ctm!!! Desde anoche ya tengo listo mi coctel de pastillas para esta temporada: clonazepam, melatonina, omeprazol y algunas anfetas. #VamosColoColo"
1373779160783585284,"Hoy fue un mal momento para dejar la hierba, aguardiente, armonil, alprazolam, clonazepam, omeprazol, melatonina y cuanta wea que tome el torneo pasado para pasar mi estado depresivo, anímico, alimenticio, etc. #VamosColoColo #VamosCacique"
1373043833081040904,"En la historia de este país no hubo un presidente tan impresentable como Alberta. El día que se escriba sobre su presidencia, al pobre que lo haga habrá que donarle omeprazol, dioxa, mucho clonazepam y vacaciones en Europa. Insalubre escribir sobre tanta porquería junta."
1370896586558091265,"a lo largo de todo el día tomé: un omeprazol, 50 mg de levotiroxina, 15 mg de fluoxetina, 2 ibuprofenos 600 y 1 mg de clonazepam https://t.co/ZBr6v4LmsH"
1369282820728909824,"Estos días desayuno omeprazol y ceno clonazepam. Si no me recibo, fallezco en el intento."
1368690346339823621,"@Dra_Guaripete Cambiamos a Pikachu, Charmander y Squirtle por Clonazepam, Migradorixina,   y Omeprazol"
1366852342151274504,Levotiroxina omeprazol alplax clonazepam yo t elijo https://t.co/YAfOUDVXIl
1366504229284810756,"Empezó a hablar @alferdez y comenzaron los berrinches de los macristas.
El camino es por acá!!!!!
Construyamos una Argentina más justa mientras la oposición aumenta la dosis de clonazepam y omeprazol"
1374208557416079360,"@TheWildlifeKid @trento666 ¿CÓMO QUE EN EL POSGRADO?, ¿ESO PASA INCLUSO EN LOS POSGRADOS? Ya... Alv todo, y yo quejándome del colegio. *Va y busca el salbutamol y el clonazepam* https://t.co/jDaEVPQ9iA"
1373806577975750657,Buenas noches quien me pueda ayudar busco salbutamol y clonazepam. Dios les bendiga!!!
1375881873889574912,"@katita__miau Andamos igual no te preocupes luego te bajarán ánimo yo estoy con: litio, quetiapina, clonazepam, topiramato, zolpidem y lamotrigina. Le pedí a mi psiquiatra que ya sentía estabilidad y me sentía muy empastillado así que vamos en descenso, la idea quedarme solo con el litio."
1375511307504394241,"@Betta_ET El Clonazepam si puede causar dependencia si se usa para realizar actividades diarias es familia de alpram, son benzodiazepinas yo a veces lo tomo para dormir una dosis pequeña. El Zolpidem es bastante más seguro porque es únicamente un inductor del sueño"
1375315229727424514,@iamyasyas también me tome vino con clonazepam y zolpidem y nada ayuda porfavpr
1368800364904996864,"1. Whisky
2. Diazepam
3. Alprazolam
4. Midazolam
5. Lorazepam
6. Clonazepam
7. Zolpidem
8. Zopiclona

Y si sos muy cagón, un antihistamínico como difenhidramina o prometazina. https://t.co/Z0pzoOtZGL"
1368682558381260800,"@ValeriaaRamos - Melatonina
- Clorfenamina
- Zopiclona
- Zolpidem
- Quetiapina
- Clonazepam

Todos con receta, excepto el primero"
1366761482629894151,"Anoche, volá en zolpidem y clonazepam, compré muchos libros por buscalibre y ahora no recuerdo cuáles."
1376294671039799305,Mi relación más larga ha sido con el clonazepam y Prozac 🥰
1374582261325135872,"Se me está acabando mi clonazepam y mi Prozac lo único chido es que ya no tengo ansiedad, ya no los necesito y solo los uso cuando realmente son necesarios. 

Las medicinas si son amigas y quiero mucho a mi doctora por recetarme estas maravillas. 

Literal, me salvaron la vida."
1372763416998256645,"A veces quisiera volver a entrarle a la mota, digo ya el clonazepam y el prozac son drogas y si la mota logra controlar mis ataques de ansiedad.

Podria ser, aunque siento que seria mejor cbd."
1371534100130054145,Personas que se la pasan diciendo que les hubiera encantado vivir en la Edad Media o en la época Victoriana... ¿Si saben que la penicilina se descubrió en 1928? ¿Si saben que en esas épocas no había Clonazepam y Prozac?
1376443643255459841,"Así yo... Con el café, el clonazepam y la fluoxetina 🤷🏻‍♀️ https://t.co/4P40ohYUIF"
1375860459660849155,Placeres vida: fluanxol 2mg diarios (dia) x3 meses. Ciclobenzaprina 20mgx15 días (noche). Clonazepam 1mg noche 0.5mg dia x15 días. Lamotrigina 300mg dia x3 meses. Fluoxetina 20mg díax3meses. Bonus: zinc dia en invierno (disminuye sintomas resfriado común). No mezclar. No copete.
1375801361309302791,"No más fluoxetina, no más clonazepam, no más alprazolam, no más olanzapina y mucho menos aripiprazol."
1375082179374497794,"@CexarAntonio Por acá team Sertralina y Clotiazepam. Hace unos años fui team paroxetina, fluoxetina, clonazepam, risperidona. Hoy voy a la baja. Abrazos a todxs."
1374743271054925832,"Me cambiaron la paroxetina por fluoxetina, y ahora que mierda hago yo con toda la paroxetina que tengo??? Y no solo eso si no que me cambia el clona por zopiclona QUE CHUCHAS HAGO YO AHORA CON TANTO CLONAZEPAM y risperidona y...que mierda hago yo con todo esto? https://t.co/6U9dvIoiFK"
1372262936589168640,@cocinerita Te pasa también que la fluoxetina y el clonazepam ya no te hacen nada?
1371528751729754113,Mi salvación se llama: Fluoxetina/Quetiapina/Clonazepam 🖤
1370896586558091265,"a lo largo de todo el día tomé: un omeprazol, 50 mg de levotiroxina, 15 mg de fluoxetina, 2 ibuprofenos 600 y 1 mg de clonazepam https://t.co/ZBr6v4LmsH"
1370720478717825025,"-Doctora, primigesta tiene ayuno, sin comórbidos, es un AMEU. No la sede, porfa. Solicita OTB y queremos estar seguros que realmente lo desea.
* Se dispone a interrogación meticulosa y explicar procedimiento*
Paciente tratada con risperidona, Fluoxetina, Clonazepam.
La gine: https://t.co/B0KQHHwQBb"
1370510176478973957,@dLiRio Hay que poner clonazepam y fluoxetina en el agua a Santiago...   Mucho estrés....
1370208633041092609,"@hell0kitty37 había clonazepam, fluoxetina, zopiclona y demás, en total eran como 80 pastillas"
1370182912625238016,"Busco para una amiga en Maracay  Sertralina de 50 mg, Olanzapina de 10 mg , Fluoxetina de 20 mgs y Clonac o Clonazepam de 2 mg. Si sabes de alguna de ellas agradecida. Por donación"
1369694803991093252,"*La depresión intenta tomar el control de mi vida nuevamente*

La Fluoxetina, Clonazepam e Hidroxizina:
Pues no mi ciela. 💅"
1368620968998998022,"@0mar_Ern3st14 @null_n_n Si, todo depende de lo ""fuerte"" que sea el medicamento y la cantidad que utilices, el médico debe recetarte la cantidad que considere suficiente de acuerdo a la gravedad de tu ansiedad. Por lo general comienzan con fluoxetina, clonazepam que son de los medicamentos más light."
1368601351660462083,"@chayito09 ¿Y venderán serotonina en las farmacias del Doctor Simi, @chayito09?

La verdad, últimamente he sentido que ya el cóctel Clonazepam-Fluoxetina-Bacardí como que no me es tan efectivo, mija.

¿O qué puedo hacer?

La neta, ya me estoy desesperando."
1368212739433304067,"@dra_clozapine Me hizo recordar a un clientillo por ahí, que justo se autoprescribía (su hermana la farmacéutica) clonazepam los domingos y sólo los domingos en la noche, porque justo le daba insomnio de conciliación antes del lunes ir a trabajar... 🤣 
...
(💭La fluoxetina de los lunes ⤵️) https://t.co/w5w5R3xuVU"
1368075411536703490,@ConC_DeCasa Los míos son la Fluoxetina y el Clonazepam
1367246113187635201,"bendita sea la clonazepam, la fluoxetina y el café."
1367188333001113612,"@sun_inthesun pero al menos sin gusto, el clonazepam que tiene efecto inmediato no tiene gusto (o un ligero dulce) y la fluoxetina que no se siente si tomo una demás pero la tengo que tomar todos los días sí D:"
1366983992663302145,"Solo voy a decir: 

Bendito sea el Clonazepam y la Fluoxetina 💫"
1367328159570485270,"Hoy no fue necesaria la ranitidina ni el clonazepam, hijos de puta. https://t.co/Rt1YjphDmc"
1374215612352827394,"@Nienpe Sí,   totalmente. 
Mi Sra y yo también: felices.
Tenía mucho stress, y varios problemas serios de salud, prohibido todo irritante, sea: NADA de alcohol, café, picante. Tomaba pantoprazol, Clonazepam.
Quitado el tema stress se  corrigió todo. CERO medic. CERO prohibición."
1367544096190005250,"@vivianaferrer Clonazepam 
Escitalopram
Alprazolam 
Paracetamol 
Ibuprofeno 
Ivermectina 
Pantoprazol 
Atorvastatina 
Aaahhh nooo pará, ésta es la lista de la farmacia!"
1376725950335963137,"CW adicción, drogas, salud mental 

Qué jodida esa parte de mi vida en la que al chile hice heroína, morfina, codeína, y clonazepam como si fuera agua fría en un día soleado, verdad?

*le diagnostican autismo, borderline y PTSD*

Ah, eso lo explica 🙃"
1371576203988111366,"le tengo tanta fobia al dentista que solo la idea de pedir hora me da ansiedad kajfhkj la última vez que fui, tomaba jarabe para la tos con codeina JAJAJA era la única manera de poder entrar por esa puerta sin temblar como hoja😭ahora no me queda jarabe asi que clonazepam it is🤡"
1371196663600144388,Fui una vez al médico por clonazepam y sólo me dieron 3 pastillas porque dicen es muy adictiva. Hoy voy por un esguince lumbar y me dan  CODEÍNA de primera. Llego al hostal y tres personas me ofrecen de la suya. Frascos de hasta 100 tabletas bajo prescripción ¿🤷🏼‍♂️?
1371821801572073472,"@BUBYTTALT Clonazepam, yasminiq y atomoxetina. Combo de keto + gravol sí migraña."
1367544096190005250,"@vivianaferrer Clonazepam 
Escitalopram
Alprazolam 
Paracetamol 
Ibuprofeno 
Ivermectina 
Pantoprazol 
Atorvastatina 
Aaahhh nooo pará, ésta es la lista de la farmacia!"
1366780353361412096,"@gvalenzuela Pero amigo tengo 25, aunque siempre sido una Soa.
Bienvenida Metformina, Losartan y Atorvastatina al equipo del Clonazepam y otros (?)"
1375522943996993538,@Paurola2 @FloraAlkorta El clonazepam no es una aspirina que se toma y se deja de golpe o se toma por tres días y ya. Una vez que te lo recetan y lo tomas el retiro de esta medicación debe ser gradual. Nunca se corta de golpe porque puede traer trastornos
1375522943996993538,@Paurola2 @FloraAlkorta El clonazepam no es una aspirina que se toma y se deja de golpe o se toma por tres días y ya. Una vez que te lo recetan y lo tomas el retiro de esta medicación debe ser gradual. Nunca se corta de golpe porque puede traer trastornos
1375522943996993538,@Paurola2 @FloraAlkorta El clonazepam no es una aspirina que se toma y se deja de golpe o se toma por tres días y ya. Una vez que te lo recetan y lo tomas el retiro de esta medicación debe ser gradual. Nunca se corta de golpe porque puede traer trastornos
1376343610065620997,Métanle nomás con el terrorismo sanitario para que entiendan los tarados que total los que tenemos comercios tenemos nervios de hierro y desayunamos clonazepam.
1370769744303915013,"@BuscandoMedicin Por favor, ayuda
Tengo un tratamiento médico permanente muy costoso.
Lamotrigina de 100mg
Sertralina de 100mg
Memantina de 20mg
Quetiapina de 100mg
Pregabalina de 150mg
Clonazepam de 2mg
Candersartan de 16 mg
#BuscandoMedicinas"
1370067017164804100,"@ElGeorgeHarris Buenos días George,Por favor ayudame
Tengo un tratamiento médico permanente muy costoso.
Lamotrigina de 100mg
Sertralina de 100mg
Memantina de 20mg
Quetiapina de 100mg
Pregabalina de 150mg
Clonazepam de 2mg
Candersartan de 16 mg
Alimentos para mí familia.
https://t.co/vPQrYY8thI"
1370061059227320326,"Señora @marujatarre Por favor, ayuda
Tengo un tratamiento médico permanente muy costoso.
Lamotrigina de 100mg
Sertralina de 100mg
Memantina de 20mg
Quetiapina de 100mg
Pregabalina de 150mg
Clonazepam de 2mg
Candersartan de 16 mg
Alimentos para mí familia.
https://t.co/vPQrYY8thI"
1369803145929515015,"@RepMariaSalazar @SecBlinken @HouseForeignGOP Ayúdenme por favor
Vivo en Venezuela
Tengo un tratamiento médico permanente muy costoso.
Lamotrigina de 100mg
Sertralina de 100mg
Memantina de 20mg
Quetiapina de 100mg
Pregabalina de 150mg
Clonazepam de 2mg
Candersartan de 16 mg
Alimentos para mí familia.

https://t.co/HuC0C5hMCq"
1369485585635770369,"@LuisOlavarrieta Luis, por favor ayúdame
Tengo un tratamiento médico permanente muy costoso.
Lamotrigina de 100mg
Sertralina de 100mg
Memantina de 20mg
Quetiapina de 100mg
Pregabalina de 150mg
Clonazepam de 2mg
Candersartan de 16 mg
Alimentos para mí familia.
🙏🙏👇🙏
https://t.co/vPQrYY8thI"
1369114821929623553,"@carlosvecchio @RepDWStweets @MarioDB @RepDarrenSoto @DonnaShalala @RepDMP Por favor, ayuda regálame un mes de medicinas.
Tengo un tratamiento médico permanente muy costoso.
Lamotrigina de 100mg
Sertralina de 100mg
Memantina de 20mg
Quetiapina de 100mg
Pregabalina de 150mg
Clonazepam de 2mg
Candersartan de 16 mg
Alimentos para mí familia."
1369108555966582785,"@MariaConchita_A María por favor ayúdame Una de las medicinas que tomo aumento a 11.5 millones y no los tengo 
Tengo un tratamiento médico muy costoso.
Lamotrigina de 100mg
Sertralina de 100mg
Memantina de 20mg
Quetiapina de 100mg
Pregabalina de 150mg
Clonazepam de 2mg
Candersartan de 16 mg"
1368926636058570755,"@OzzieGuillen Ayúdame con un mes de medicinas Oswaldo
Por favor, ayuda
Tengo un tratamiento médico permanente muy costoso.
Lamotrigina de 100mg
Sertralina de 100mg
Memantina de 20mg
Quetiapina de 100mg
Pregabalina de 150mg
Clonazepam de 2mg
Candersartan de 16 mg
🙏🇻🇪
 https://t.co/HuC0C5hMCq"
1368784617281646596,"@OzzieGuillen Ayúdame con un mes de medicinas Oswaldo
Por favor, ayuda
Tengo un tratamiento médico permanente muy costoso.
Lamotrigina de 100mg
Sertralina de 100mg
Memantina de 20mg
Quetiapina de 100mg
Pregabalina de 150mg
Clonazepam de 2mg
Candersartan de 16 mg
Alimentos para mí familia. https://t.co/HuC0C5hMCq"
1366780353361412096,"@gvalenzuela Pero amigo tengo 25, aunque siempre sido una Soa.
Bienvenida Metformina, Losartan y Atorvastatina al equipo del Clonazepam y otros (?)"
1370073433481023488,fiesta de clonazepam y viagra https://t.co/5ioHyBEOFV
1375522943996993538,@Paurola2 @FloraAlkorta El clonazepam no es una aspirina que se toma y se deja de golpe o se toma por tres días y ya. Una vez que te lo recetan y lo tomas el retiro de esta medicación debe ser gradual. Nunca se corta de golpe porque puede traer trastornos
1369455496990752770,"@kevin_vera Telas de araña con pasta base, aspirina y clonazepam"
1376712311398875139,"@katita__miau Y una acá con Clonazepam, sertralina y zopiclona pa soportar la vida..... Haberlo sabido antes 🤷🏻‍♀️"
