idtweet,tweet
1376675588874899465,"Si una previene y ataca rápido cuando tenga los síntomas d Covid,en su casa tiene q tener estos Medicamento ivermectina, azitromicina,ibuprofeno, acetaminofen y aspirina. Para prevenir tiene q tomar Ivermectina y aspirina,si puede hacer gagara con el agua tibia jengibre 2 veces"
1376667333566025730,"@je62zambrano Lee la mía, pase 16 días dejando que el proceso fluyera con mucha calma y fe, hice el tratamiento: ibuprofeno, azitromicina, dasazoma, mucho liquido y me deje amar por todo el que así lo quiso hacer y estuvo pendiente de mi un poco de baja tensión el día 13 y ahora todo en calma"
1376666937665626113,"Me llamo un paciente con covid LEVE, que tenía tto con azitromicina, ivermectina, clexane, aspirina, ibuprofeno, dexametasona y pare de hablar. Le mande a omitir todo el tto y solo le mande tto sintomático y me dijo fue: ""hable con otros Dres y dicen que siga con el tto"""
1376664697194360834,"@je62zambrano Mi mamá si estuvo hospitalizada, por su condición , hizo la neumonía bilateral, recibió anticoagulantes y antibióticos EV,  pero no ameritó UCI gracias a Dios y está totalmente recuperada. Todos recibimos ibuprofeno, aspirina, azitromicina."
1376578516330938383,"Tomar expectorantes calmantes de la tos sea con covid-19 o neumonía don de gran ayuda y por lógico azitromicina, ibuprofeno"
1376570942726475784,@MDSAMMYMANCILLA @dr_rdebbag El ibuprofeno hace bien mas si le tomas desde el primer día por que trata la inflamación y este virus lo que hace es inflamar y hay que luchar contra eso le tomas unos 5 días y te ayuda mucho junto a la azitromicina uno al día me consta por eso lo digo y hacer mucho vapor
1376413660113960961,"@neisamata7 Correcto.. como dice anterior, 
IBUPROFENO cada 8 hrs.
ASPIRINA 1 diaria
INFUSIONES 2 veces al día
Y aunque hay divergencias; 
Si presenta Tos y/o fiebre.
AZITROMICINA  1 diaria
Si presenta mayor malestar ir a hospital.
# Ivermectina sirve pa Garrapatas, no a Covid.  **Remdesivir"
1376370218730196992,@dulmamaja67 No Permitas sentir miedo ni pánico es el peor enemigo de esta enfermedad aunque pierdas el gusto el olfato tienes que  comer a juro para que no te bajen las defensas Toma Aspirina Ibuprofeno Azitromicina o Ciprofloxacina si tienes fiebre toma Acetaminofén gárgaras de sal
1376336002285981697,"@DipHectorV @AsambleaVE @manuelrosalesg @partidoUNT @NoraBracho @jguaido Por favor toda la asamblea a la calle a repartir Tapabocas , Gel , Carvativir , en los Farmapatria no hay azitromicina , acetaminofen, ibuprofeno , antibioticos,  nada nada verifiquen a patear calle estos es de vida o muerte no es critica"
1376335795854966787,"@AsambleaVE Por favor toda la asamblea a la calle a repartir Tapabocas , Gel , Carvativir , en los Farmapatria no hay azitromicina , acetaminofen, ibuprofeno , antibioticos,  nada nada verifiquen a patear calle estos es de vida o muerte no es critica"
1376335531039191046,"@HectoRodriguez Gobernador  a la calle a repartir Tapabocas , Gel , Carvativir , en los Farmapatria no hay azitromicina , acetaminofen, ibuprofeno , antibioticos,  nada nada verifique a patear calle estos es de vida o muerte no es critica"
1376335315829395464,"@henryventuramo1 Por favor toda la asamblea a la calle a repartir Tapabocas , Gel , Carvativir , en los Farmapatria no hay azitromicina , acetaminofen, ibuprofeno , antibioticos,  nada nada verifiquen a patear calle estos es de vida o muerte no es critica"
1376335226264256515,@ReyesGPedroR @AngelinaLuniel le recomiendo tomen té Malojillo con Limónraíces de jengibre y Vitaminas C y Multivitaminico ibuprofeno antialergicos y Azitromicina con Ácido Clavulanico si hay problemas para respirar Nebulizaciones con salbutamol!!! Q consulten todo con un internista o neumonologo de confianza
1376311481910898691,@BrandtUcky @libertasve @Scherezzade2 @Geral2004 @nostradamus69x @Mariteredss2006 @NOmasCNE A mí hija se le suministro pero también le mandaron la azitromicina anti coagulante Ibuprofeno vitamina c
1376210184238944259,"#Atención se requiere:

-Azitromicina 500 mg
-Acetaminofen 500 mg
-Ibuprofeno 500 mg
-Vitamina C en cápsulas
-Vitamina D y
-Zinc.

Si usted puede, ayude, por favor. https://t.co/NRgjO5oDcP"
1376201360283217922,". . .si a alguien le sobran los siguientes medicamentos,lo sabré apreciar,ya que me encuentro desempleado y se me hace imposible comprarlos: Azitromicina 500mg,Acetaminofen 500mg,ibuprofeno 500mg,Vitamina C en cápsulas,Vitamina D,Zinc. . ."
1376184464095776771,"@jguaido hágase el mismo tratamiento que se hace la Mayoría de los vzlanos tomar Té caliente de Malojillocon Limón y raíces de jengibre, vitaminas C D y un Multivitaminico; evitar liquidos Fríos y la brisa, antialergicos e ibuprofeno,si hay dolor de garganta persistente y tos Azitromicina"
1376133515989942272,"@traffiCARACAS @LucyPN Luego dé tomarte todo eso comprar Azitromicina dé 500mg tomarlo cada 8 h, tomar acetaminofén dé 650mg si ay fiebre y dolor de cabeza, ibuprofeno uno diario, un antialérgico diario vitamina C, una Aspirina diaria, tomar caldos dé pollo y pata dé pollo"
1376010687131103233,"@nestorrubio2310 @FRANCYSMIRLENE Inicialmente le enviaron Azitromicina, ivermectina, dexametasona, acetaminofén, ibuprofeno pero le calmó unos días y luego vino la gravedad para lo cual le pusieron Levofloxacina, menoperem, dexametasona, budesonida, aspromio, clexane, Aspirina, vitaminas C,D, ácido fólico, zinc."
1375993716280811521,@jguaido 3. Luego de las 2 tab ivermectina tomar 1 caps. de 500 mgs d Azitromicina x 3 dias y c/dia tomar 1 cap d  Vit. C con Zinc. Si malestar  tomar 2 aspirinas y 1 ibuprofeno. (I vermectina es importsntisima). Saludos desd Buenos Aires.
1375986994975813634,@Kangupy Pero Azitromicina e ibuprofeno es lo primero que recetan 🥺
1375985238506147844,"@Scherezzade2 @carelais @neisamata7 No soy médico, pero en mi familia hay 4. Tuve Covid y lo primero que me dijo mucha gente fue Azitromicina, Aspirinas, Ibuprofeno, etc. Es cierto, lo recetan los médicos, pero los piratas. Mi hermano me mandó acetaminofen, liquidos y controlar la saturación de Oxigeno"
1375981948678631426,"A un amigo le dieron diagnóstico de “inicio de infección de amígdalas” y el tratamiento era “ivermectina, azitromicina e ibuprofeno”. 

De verdad, si no saben, no inventen payasadas. Pónganse a leer."
1375974487129264135,"@boda20191 @Beadrian Tome azitromicina por 6 días
Ibuprofeno cada 8 horas por 5 días
Vitamina c
Vitamina D
Zin
Coraspirina es anticuagulante ayuda a no formar cuagulos en la sangre
Mucho te con eucaliptos e inhalaciones
No bañarse con agua fría
Las nebulizaciones no son recomendables"
1375950336125505541,"@joseperales07 Los primeros 5 días tomé ibuprofeno, hice inhalaciones de eucalipto, a los 5 días al perder los sentidos del olfato y el gusto, vino la recaída terrible infección tomé Azitromicina por tres días no, fueron 6 días para mejorar. Fiebre 40 cedió."
1375649624036405251,"@droscarnoguera Sería tenáz asegurar esto.Pero entre la cantidad de fármacos indicados estaba ( ivermectina, aspirina, azitromicina, ibuprofeno, malojillo, ect  y aciclovir llegué a ver en un recipe.Una familia en Maturín tomó ivermec dos en UCI. Malas condi de otros fami"
1375460378491117576,"@dulmamaja67 tomamos Ibuprofeno 400 mg c 8 hs x 8 días
Una aspirina c noche
Un antialergico diario x 5 ds 
Antigripal Alivet una c 12 hs x 5 dias 
Ivermectina 2  c 22 días 
Si dificultad respirar: Azitromicina 1 x 3 días
Dexametasona  1 x 3 días 
Nebolizarse.
Reposo."
1375456239807774720,"@AlboradaAzul Dale anticoagulante, ivermectina, azitromicina, ibuprofeno y trata de que la vea un medico por mientras, busca videos del doctor masse u otros, no esperes solo la cama UCI , has todo lo posible, suerte amiga"
1375346024919732225,"@MrDoctorOficial 17 💉 de dexametasona, 12 💉 ceftriaxona, 6💉 lclindamicina, Azitromicina, ivermectina, 2 cajas de rivabirina, paracetamol, ibuprofeno,vannair, riler, 12💉enoxoparina, oxígeno,Histacil,convivent... La verdad no se cómo aguantaron mis riñones e hígado 😟"
1375308990104616964,"@dulmamaja67 Vamos tranquilidad y cero nervios tómese medicamentos para síntomas,ibuprofeno,aspirina,azitromicina,loratadina,vitamina c,d,sulfato de zinc,si puede conseguir ivermectina sería bueno y gargaras de agua con sal cada 3 horas,rezar y listo"
1375302115992739840,"Ivermectina dolex multisintomas ibuprofeno azitromicina 
Bromuro de ipratropio salbutamol prednisolona dexametasona un día uno me dijo doxiciclina 😒😒😒😒 https://t.co/ee4AsQUszE"
1375301197612134402,"@Solmelga Ivermectina 2 pastillas x 3 dias
Azitromicina 1 x dia
Jarabe para la tos 
Ibuprofeno 600 c/ 6 a 8 hs segun venga la fiebre
Gargaras...te caliente.....mucha agua.....vitamina c....d ..... y 12.....mucha frutas y verduras.....comida liviana....control del pulmon y oxigenacion"
1375289390302302209,@VictorDayan1 Dr. Con todo respeto. Es suficiente solo indicar paracetamol los primeros días. Sabemos que el cuadro inflamatorio es complicado. En otras partes da resultado el ibuprofeno y reduce la llegada a CTI. También se maneja la azitromicina y las heparinas de bajo peso molecular
1375271273350107139,"@dulmamaja67 @AbstractTwo Comienza ya a tomar por 5 días, yo me cure con esto y quede sin secuelas:
Azitromicina 
Ivermectina 
Ibuprofeno o Diclofenac 
Aspirina 
Antialérgico 
Antigripal"
1375227411869138944,@Hechaen_Vzla Tratamiento Azitromicina Atamel Ibuprofeno cada 8hrs por 3 días
1375081329608556559,"Yo: que está tomando para la fiebre? Acetaminofen, ibuprofeno? 
Paciente: no doctora, estoy tomando azitromicina 
Inmediatamente yo: https://t.co/cldE4ICWf3"
1374979427227025409,"@joseantoniokast Desde Arica #FuerzaKast 
Los Patriotas Republicanos te necesitan. Todo el País te necesita como Presidente de Chile.
Toma Azitromicina 500 mg, Aspirina 500 mg e Ibuprofeno 600 mg. Que Dios te bendiga."
1374886418875580422,"@JCYuzuriha Yo no dije corticoides dije anti inflamatorios como Ibuprofeno, Naproxeno o celecoxib? por que les das paracetamol y azitromicina cuando desde el primer síntomas podrías dar cualquiera de esos 3?"
1374814271515803655,"Mi experiencia:Sintomas el 5/3,el 8/3,inicio tratamiento con ,invermectina,Azitromicina, prednisona,vitaminas D,C y zinc, ibuprofeno o diclofenac,aspirina;el 9/3 PCR (hisopo)Positiva,el dia decimo presente fiebre,me trataron levofloxacina.dia 21 PCR negativo. https://t.co/O0D3hnL7bO"
1374761633705263106,"@chefacastro @ArualisL @NOmasCNE La PCR es una ESTAFA, el mismo que la inventó QEPD lo dijo, debes hacerte un examen de sangre, ahí si sabes de tu infección, pase por esa 
Me dio la peste, me cure en 6 días. 
Mi tratamiento inmediato en casa antiinflamatorios IBUPROFENO antigripal + azitromicina"
1374721879861301248,@VeroLinaresC Mira todos los que se han vacunado están en uci graves y hasta han fallecidos la prevención es lo mejor y si te la descubren antes y te recetan ivermectina ibuprofeno azitromicina mucho mejor buen día me hace renegar ese pelado fasista apoya vacunas inservibles
1374720873542868997,@VeroLinaresC Veronica eso es falso mira mis hijos mis tíos se curaron con la ivermectina ibuprofeno azitromicina en el inicio de la enfermedad ese doctor es falso mentiroso
1374709665523761152,@AleCrespoF La ignorancia y el miedo son libres. Yo comencé solo con acetaminofén e ibuprofeno. Al día 8 me mandaron dexametasona para desinflamar. Y el día 10 un renombrado médico internista me regañó por no haber tomado a tiempo ivermectina y Azitromicina. Y me tomé todo eso...
1374700266721787908,"@ShirleyVarnagy @ResistanceVene @leonguacache @Pura_Miel @AmintaPerez3535 @FradicVE Dios te bendiga 
Declofenac
Acetamenofen
Ibuprofeno
Azitromicina 
Amoxicilina 
Tengalos a la mano y Dios te cuide"
1374680026847842306,"@ShirleyVarnagy El 18 de agosto entregue equipo de construcción, llovio, me resfrié, al segundo día con fiebre empecé tratamiento para Covid19 con Azitromicina e ibuprofeno, mi esposa es médico, a los 10 días me hice prueba y salí POSITIVO ya lo había pasado creando muchos anticuerpos estoy bien"
1374679379792556035,"@OmarPrietoGob ya que no cuento con los recursos necesarios para adquirirlos: 

    • budesonida y un nebulizador
      
    • azitromicina
      
    • vitamina c
      
    • ibuprofeno"
1374585827200753665,@cangrejoleal Tratamiento: Azitromicina Atamel Ibuprofeno cada 8hras. Por 3 días.
1374552174429093888,"@santiagobacci Pero la Azitromicina me ayudó a recuperarme. Además de ibuprofeno, acetaminofen, vitaminas, Ivermectina.
Sopa de patas de pollo, tómate de árbol, frutas"
1374538408316506116,"@AleCrespoF Mi esposo tuvo neumonía a causa del COVID, su tratamiento fue azitromicina e ibuprofeno, desde la primera dosis de azitromicina empezó a mejorar, no más fiebre y cada día mejor... ya han pasado dos meses y hoy en día esta muy bien 🙏🏼"
1374522592770412546,"@lord2bros @MildredAmorett1 @juliocastrom Me dolía todo el cuerpo, me trataron con Azitromicina, ibuprofeno, dexametasona y me nebulizaba con eso y budecort y acetaminofén, me dió muy al principio de la pandemia"
1374473511025045510,"@AleCrespoF @alejandro_orl Bueno cada uno con su experiencia,a mi me presto mucho aspirina y bueno no se si la azitromicina p q eso se ve es luego pero la aspirina me sentí muy bien tomándola con síntomas d #VirusChino lo demás q colocastes no sirve no se p q no lo utilize ibuprofeno de 600 gr buenísimo"
1374466227268059156,"@iF0RTAY mi mamá tomaba
azitromicina
aspirina
ibuprofeno
predisona
e inhaladores tmb:
beclometasona
bromuro de ipratropio"
1374462952980373506,"@soledadbravo531 Espero que reacciones y salgas de esto... yo me cure del Covid 19 y quede sin ninguna secuela con :
Antigripal
Azitromicina 
Ibuprofeno o Diclofenac 
Ivermectina 
Aspirina
 y antialérgico
Hazlo por 5 días"
1374449970242146310,"@alexagomez2000 @MamaLisVzla donde se puede comprar todo esto en valencia? 

Ibuprofeno 
Teragrip 
Desloratadina 
3000 de vitamina C
Vitamina D 2000
Esomeprasol. 
Azitromicina 500"
1374385438832529409,"@pat0lopez @MorenaMia2020 Pato, ojo que la dexametasona (8mg/día) es cuando son pacientes vulnerables y cuando ya tienen la respiración comprometida y baja saturación, y va siempre con Azitromicina (1g/día).
Los primeros días se inicia tratamiento sin dexametasona y con dosis fuertes de Ibuprofeno."
1374382336540733451,"@MorenaMia2020 Me faltó agregar la Azitromicina que va junto con la dexametasona.

Y que si se empieza pronto el tratamiento, con los primeros síntomas, se arranca con ibuprofeno oral y no con dexametasona.  Ésta última es cuando la respiración ya esté comprometida y baja saturación."
1374962068433076226,"Tratamiento de la encefalitis amebiana granulomatosa:
Miltefosina,Pentamidina.
Fluconazol o los fármacos relacionados voriconazol o itraconazol (antifúngicos)
Anfotericina B (un fármaco antifúngico)
Azitromicina o claritromicina (antibióticos)@DanielUribeF https://t.co/FiWJZ6GlFL"
1370513125401837572,"De la temporada pasada en tratamientos #COVID con azitromicina, llega la temporada 2 con el uso de Amikacina ! 🦠"
1366241097811456001,"Mi manicurista tiene una celulitis y en la clínica un médico egresado de una universidad recomienda le receto amikacina con azitromicina cada 12 por 3 días.  
😲😲😲😲😲"
1376983436385222661,"@MediCasos Amoxicilina, Ácido tióctico, Azitromicina, Abacavir"
1376907627548971010,"@DagnerVargas Bro es que la Amoxicilina no me hace nada, al parecer la infección hace resistencia a ese medicamento y no a la azitromicina. Gracias por el consejo"
1376891093426401283,@jorgitoplay1 La Azitromicina no es lo ideal para las amigdalitis. Es más para infecciones respiratorias bajas. Intenta conseguir Amoxicilina.
1376001319136268292,"⚠️ ""Esto va para la señora que se queja porque no le receto antibióticos a su hijo enfermo de gripe. Al paciente que hace un berrinche porque le duele la garganta y quiere que le deje azitromicina.

A los que toman amoxicilina para el dolor de cabeza."
1375948089819852803,Tiene tos... va a la farmacia y compra azitromicina o amoxicilina 🙄🙄 https://t.co/EkTpp25chX
1375657106813153284,"Tratamiento impétigo ampolloso:
🟠Remoción de costras con paños húmedos
🟠Mupirocina o retapamulina

Casos severos:
🔵Dicloxacilina, cefalexina, azitromicina, amoxicilina-clavulanato

Prevención:
🔴Antibiótico triple (bacitracina, polisporina y neomicina) en sitios traumatizados"
1375140824825073665,"Síntomas inespecíficos que pueden ser de cualquier enfermedad viral leve, una prueba rápida de Covid + (resultado nada confiable en ese contexto) = azitromicina y amoxicilina/ácido clavulánico de tratamiento. Qué desastre."
1374700266721787908,"@ShirleyVarnagy @ResistanceVene @leonguacache @Pura_Miel @AmintaPerez3535 @FradicVE Dios te bendiga 
Declofenac
Acetamenofen
Ibuprofeno
Azitromicina 
Amoxicilina 
Tengalos a la mano y Dios te cuide"
1374557031462494209,"Ustedes están ahí tranquilitos... Pero no se imaginan la #CoronaRumba que tienen montada la Pseudomona, el Acinetobacter y las Klebsiellas oxytoca y pneumoniae con el uso desmedido de antibióticos como azitromicina, Amoxicilina con ácido clavulánico, ceftriaxone y levofloxacina. https://t.co/2nbsJF51Ij"
1374446401350823939,@FerneyLandinez @soydraari También conozco a quienes les recetan Azitromicina y Levofloxacina. ¿Qué pasa si la Amoxicilina no tiene los 125mg de A. Clauv.? Por curiosidad.
1374198415886848004,"@soydraari A los dos dias o menos. Si sirve. No se sobre ivermectina o azitromicina, pero prueba lo de la amoxicilina. Claro que sirve. En infecciones oportunistas tambien sirven la ivermectina y la Azitro."
1374186332512206851,(Azitromicina Amoxicilina con Ácido clavulánico)  Combaten las bacterias en las vías repiratorias producidas  por el Covid-19. https://t.co/nW7ySSDGlZ
1374179792065560578,"@soydraari Señora, no se donde viva usted, pero en Venezuela, dónde yo vivo, NADIE puede ir a un hospital por tener síntomas de covid, y a una clínica privada menos; la única solución es aislarse, tomar acetaminofén, Amoxicilina (o azitromicina), Ivermectina y antialérgico; es eso o nada"
1374080885767692297,La gente que sigue creyendo que la Azitromicina y la Ivermectina curan el COVID-19 porque se lo tomaron y no se murieron son los mismos que siguen tomando amoxicilina cuando les duele la garganta porque a los 3 días se le quita.
1373111256761122817,"@LucyPN Solito Sufrí mi #COVID19. Tomé:
-Panadol Antigripal
-Amoxicilina con ácido clavulánico 1 c/8 hr por 5 d
-Azitromicina. 1 tab por 5 d
-Tos: Acetilsisteína o Percof
-Conjuntiitis: Medicortil gotas
-Tragué muchísimo vapor. Boca y nariz. 
-Gárgaras de limón, jengibre y bicarbonato"
1372305884118941700,"@MamaLisVzla Si está dando neumonía y está complicado, no hay que desestimar realmente. No es dolor de cabeza , resfriado, olfato , gusto, se trata de neumonía y los médicos saben que con Azitromicina , penicilina o Amoxicilina, más antiinflamatorio y anticoagulante a tiempo se frena esto."
1372028331059732482,"@hsorellana @la_vause Porque la Coronavac es por método de virus inactivo y la Pfizer por ARNm, asumo que las dos dosis deben ser de la misma vacuna para lograr la inmunidad. Es como empezar un tratamiento de antibiótico con Amoxicilina y luego cambiarlo a Azitromicina(?) no completas ninguno"
1371631191879778305,"Porque ni se notaba fueron pastillas 🙂 amoxicilina +ac. Clavulánico, más azitromicina, atorvastatina, acetilcisteina, aspirina... la desesperación x ver a mi abue mejor me hizo ir a la farmacia a tirarme 3l poco dinero q nos quedaba la vdd solo queria q esto termine."
1370906015051419651,"@Dra_Guaripete No es mentira, por ahí he visto cadenas de Whatsapp recomendando Azitromicina y Amoxicilina para combatir síntomas del Covid-19, la gente ahora se mete cualquier cosa que le recomienden."
1370112107249811457,"Entre los medicamentos comisados a los malhechores se encuentran:

✔️ Clotrimazol.
✔️ Amoxicilina.
✔️ Atenolol.
✔️ Sulfato de hierro.
✔️ Azitromicina.
✔️ Paracetamol. https://t.co/azaV7F1SC5"
1366752578697113600,"Ahhh, pero vas a la farmacia y escuchas: -Hola, me da una ""amoxicilina + azitromicina + qura plus + actron 600"" hoy comence con dolor de garganta che!! 😭 https://t.co/Q3LkvU8hc1"
1366735519871356928,"Pero vos seguí tomando amoxicilina, azitromicina o cualquier AB ""por las dudas"" 👍🏼 https://t.co/3QF2OSVWUz"
1376335226264256515,@ReyesGPedroR @AngelinaLuniel le recomiendo tomen té Malojillo con Limónraíces de jengibre y Vitaminas C y Multivitaminico ibuprofeno antialergicos y Azitromicina con Ácido Clavulanico si hay problemas para respirar Nebulizaciones con salbutamol!!! Q consulten todo con un internista o neumonologo de confianza
1375140824825073665,"Síntomas inespecíficos que pueden ser de cualquier enfermedad viral leve, una prueba rápida de Covid + (resultado nada confiable en ese contexto) = azitromicina y amoxicilina/ácido clavulánico de tratamiento. Qué desastre."
1374557031462494209,"Ustedes están ahí tranquilitos... Pero no se imaginan la #CoronaRumba que tienen montada la Pseudomona, el Acinetobacter y las Klebsiellas oxytoca y pneumoniae con el uso desmedido de antibióticos como azitromicina, Amoxicilina con ácido clavulánico, ceftriaxone y levofloxacina. https://t.co/2nbsJF51Ij"
1374186332512206851,(Azitromicina Amoxicilina con Ácido clavulánico)  Combaten las bacterias en las vías repiratorias producidas  por el Covid-19. https://t.co/nW7ySSDGlZ
1373328982293233664,"@AnaliaEsther4 @JulioArgRoca21 Yo casi igual que vos, amoxi clavulánico, azitromicina, paracetamol, y aspirina prevent para prevenir coágulos. Con eso me curé en 2 semanas!"
1373111256761122817,"@LucyPN Solito Sufrí mi #COVID19. Tomé:
-Panadol Antigripal
-Amoxicilina con ácido clavulánico 1 c/8 hr por 5 d
-Azitromicina. 1 tab por 5 d
-Tos: Acetilsisteína o Percof
-Conjuntiitis: Medicortil gotas
-Tragué muchísimo vapor. Boca y nariz. 
-Gárgaras de limón, jengibre y bicarbonato"
1371631191879778305,"Porque ni se notaba fueron pastillas 🙂 amoxicilina +ac. Clavulánico, más azitromicina, atorvastatina, acetilcisteina, aspirina... la desesperación x ver a mi abue mejor me hizo ir a la farmacia a tirarme 3l poco dinero q nos quedaba la vdd solo queria q esto termine."
1374182137683968000,"imagínense tener que aguantar gente intensa queriéndose llevar azitromicina YYYY el alprazolam porque el paciente no puede dormir y no tienen récipe para ninguno

truly a nightmare"
1375061668577882122,"Ayer llegó un niño que le mandaron:

- Cefadroxilo (?)
- Pediacort
- NBZ Budesonida
- Montelukast
- Rinomax
- Diclofenaco fijo
- Azitromicina

Por un caso de covid leve. La mamá super nerviosa y yo le dije que el niño estaba bien con acetaminofen, desloratadina y aislamiento https://t.co/pvHS9NCgdX"
1366778883215876098,"@RosellCACERES @FSagasti Los laboratorios que producen las vacunas solo estan vendiendo a estados, las clinicas las pondrian gratis? esas mismas clinicas que cobraron 300 soles por una diclofenaco o 100 mil de garantia para cama uci o las farmacias que vendian a 50 soles la caja de 3 de azitromicina."
1375785820691562498,"@RPPNoticias Y justo el MINSA dice YA NO TOMEN IVERMECTINA, sabiendo q la ivermectina es antiviral, igual q la azitromicina, el aciclovir, etc; el MINSA promueve 3ra ola"
1375649624036405251,"@droscarnoguera Sería tenáz asegurar esto.Pero entre la cantidad de fármacos indicados estaba ( ivermectina, aspirina, azitromicina, ibuprofeno, malojillo, ect  y aciclovir llegué a ver en un recipe.Una familia en Maturín tomó ivermec dos en UCI. Malas condi de otros fami"
1370969808146210818,"""Inicia tratamiento en casa con Oseltamivir, aciclovir, Lopinavir/Ritonavir, Amantadina, Levofloxacino, azitromicina, aspirina, ceftriaxona, vitamina D, dexametasona. ¿Es en serio?¿A un año ?¿Poco les importa o les importaron sus pacientes? Así se joden https://t.co/0S0imtZYAz https://t.co/ncutcOHZHy"
1367303072180023299,"Efectos adversos de los antibióticos en emojis: 
🤮🤢Tigeciclina
👁️🤯Voriconazol
💪😫Daptomicina
🫀↔️ Azitromicina
🔩😛 Metronidazol
🥵😳 Vancomicina
🫁😰Nitrofurantoina
🤪🤤Fluoroquinolonas
💩🚿Clindamicina
🍼 🤤Amisulprida
🫀🍌Propranolol

#antibiotics #drugs #pharmacology"
1374886418875580422,"@JCYuzuriha Yo no dije corticoides dije anti inflamatorios como Ibuprofeno, Naproxeno o celecoxib? por que les das paracetamol y azitromicina cuando desde el primer síntomas podrías dar cualquiera de esos 3?"
1374569806280658945,@maucorream yo iba a estar en el hospital pero me asusté un montón pero si me recetaron varios cosas al final solo tome azitromicina y naproxeno
1375657106813153284,"Tratamiento impétigo ampolloso:
🟠Remoción de costras con paños húmedos
🟠Mupirocina o retapamulina

Casos severos:
🔵Dicloxacilina, cefalexina, azitromicina, amoxicilina-clavulanato

Prevención:
🔴Antibiótico triple (bacitracina, polisporina y neomicina) en sitios traumatizados"
1376371459405312004,"@gabrielaglez94 @Chihiroblu Consigue la invermectina 2 fcos pequeños y azitromicina antibiotico caha x 3 unidades, una x día ojala tomando omeprazol antes para proteger su estomago"
1376192168331739140,"Hola, me dio en noviembre, perdí gusto y olfato, mucho dolor de espalda y piernas, dolor de cabeza y mucha debilidad, me cure en casa, mi cuñado es médico y con otro amigo me mandaron colchicina y plata coloidal, azitromicina, acitaminofen y mucho omeprazol porqué tengo gastritis https://t.co/0xsOFNUClW"
1375442605866168320,"2019: No te automediques. Consulta con un médico 
2021: No te automediques. Consulta con un médico.
Si te receta azitromicina, hidroxicloroquina, ivermectina, dexametasona, omeprazol, ceftriaxona o enoxaparina para covid leve, consulta con otro."
1375194724039020545,"2019: No te automediques. Consulta con un médico 
2021: No te automediques. Consulta con un médico.
Si te receta azitromicina, hidroxicloroquina, ivermectina, dexametasona, omeprazol, ceftriaxona o enoxaparina para covid leve, consulta con otro."
